Trigram,Trigram_sum,p_abc,p_a_x_p_b_x_p_c,PMI
'd_like_to,1.0,0.0002872737719046251,2.139612570294177e-07,10.3909
'm_learn_more,1.0,0.0002872737719046251,4.741523701482941e-10,19.2086
're_[_b,1.0,0.0002872737719046251,1.6595332955190294e-09,17.4013
're_a_bad,1.0,0.0002872737719046251,5.103064883721015e-07,9.1368
're_a_principal,1.0,0.0002872737719046251,1.0206129767442031e-07,11.4588
're_be_attack,1.0,0.0002872737719046251,8.380643142371099e-08,11.7431
're_check_how,1.0,0.0002872737719046251,1.6595332955190293e-07,10.7574
're_check_the,1.0,0.0002872737719046251,2.2403699489506897e-07,10.3245
're_do_a,1.0,0.0002872737719046251,9.287578088372247e-06,4.951
're_do_science,1.0,0.0002872737719046251,1.2081402391378532e-06,7.8935
're_friend_with,1.0,0.0002872737719046251,4.978599886557088e-09,15.8163
're_have_trouble,1.0,0.0002872737719046251,4.2318099035735245e-08,12.7289
're_hold_a,1.0,0.0002872737719046251,3.061838930232609e-07,9.8738
're_in_a,3.0,0.0008618213157138753,2.7556550372093484e-06,8.2888
're_in_danger,1.0,0.0002872737719046251,2.2403699489506898e-08,13.6464
're_in_jail,2.0,0.0005745475438092502,1.1201849744753448e-07,12.3245
're_in_trouble,1.0,0.0002872737719046251,6.721109846852069e-08,12.0614
're_learn_something,1.0,0.0002872737719046251,1.3276266364152234e-06,7.7574
're_look_for,1.0,0.0002872737719046251,2.323346613726641e-08,13.5939
're_make_something,1.0,0.0002872737719046251,7.301946500283728e-06,5.298
're_measure_like,1.0,0.0002872737719046251,2.049523619966001e-06,7.131
're_measure_something,2.0,0.0005745475438092502,3.4518292546795806e-06,7.3789
're_measure_water,1.0,0.0002872737719046251,6.472179852524214e-08,12.1159
're_on_the,1.0,0.0002872737719046251,4.928813887691517e-07,9.187
're_save_somebody,1.0,0.0002872737719046251,2.9124809336358963e-06,6.624
're_squeeze_or,1.0,0.0002872737719046251,4.978599886557088e-08,12.4944
're_teach_you,1.0,0.0002872737719046251,8.098522482132862e-07,8.4706
're_try_to,2.0,0.0005745475438092502,7.882783153715389e-07,9.5095
're_use_your,1.0,0.0002872737719046251,1.7425099602949806e-07,10.687
's_a_bad,1.0,0.0002872737719046251,4.665659322259213e-07,9.2661
's_a_bunch,1.0,0.0002872737719046251,9.331318644518427e-08,11.5881
's_a_person,1.0,0.0002872737719046251,4.105780203588108e-06,6.1286
's_a_word,1.0,0.0002872737719046251,1.8662637289036855e-07,10.5881
's_about_to,1.0,0.0002872737719046251,6.486404423628662e-07,8.7908
's_an_explosion,1.0,0.0002872737719046251,4.551862753423623e-09,15.9456
's_desk_and,1.0,0.0002872737719046251,5.386370924884621e-08,12.3808
's_different_job,1.0,0.0002872737719046251,6.8277941301354335e-09,15.3606
's_do_ad,1.0,0.0002872737719046251,6.903658509359161e-08,12.0228
's_do_science,1.0,0.0002872737719046251,1.1045853614974658e-06,8.0228
's_hard_to,2.0,0.0005745475438092502,1.369352044988273e-06,8.7128
's_kind_of,1.0,0.0002872737719046251,2.731117652054174e-08,13.3606
's_not_possible,1.0,0.0002872737719046251,7.738166680820159e-08,11.8581
's_really_hard,3.0,0.0008618213157138753,8.648539231504882e-08,13.2826
's_shake_and,1.0,0.0002872737719046251,1.0772741849769242e-07,11.3808
's_so_hard,1.0,0.0002872737719046251,4.324269615752441e-08,12.6977
's_too_difficult,1.0,0.0002872737719046251,1.0621013091321789e-08,14.7232
's_your_hero,1.0,0.0002872737719046251,1.5172875844745412e-08,14.2086
(_invent_thing,1.0,0.0002872737719046251,3.9828799092456694e-08,12.8163
",_it_'s",2.0,0.0005745475438092502,3.459415692601953e-07,10.6977
",_long_to",1.0,0.0002872737719046251,1.7567345313994294e-07,10.6753
",_optimism_,",1.0,0.0002872737719046251,8.534742662669292e-10,18.3606
",_word_like",1.0,0.0002872737719046251,2.7026685098452757e-08,13.3758
6_inch_long,1.0,0.0002872737719046251,6.163980811927823e-10,18.8301
[_b_],1.0,0.0002872737719046251,9.483047402965882e-11,21.5306
[_explode_],1.0,0.0002872737719046251,1.517287584474541e-09,17.5306
]_lowin_too,1.0,0.0002872737719046251,3.319066591038059e-10,19.7232
a_a_bos,1.0,0.0002872737719046251,7.17345120797354e-07,8.6455
a_bad_condition,1.0,0.0002872737719046251,1.4580185382060042e-08,14.2661
a_bad_influence,2.0,0.0005745475438092502,4.3740556146180124e-08,13.6812
a_bear_go,1.0,0.0002872737719046251,1.6329807627907247e-07,10.7807
a_bigger_brother,1.0,0.0002872737719046251,2.9160370764120086e-09,16.5881
a_book_after,1.0,0.0002872737719046251,8.748111229236024e-09,15.0031
a_book_weigh,1.0,0.0002872737719046251,2.6244333687708075e-08,13.4181
a_bos_to,1.0,0.0002872737719046251,5.540470445182816e-07,9.0182
a_boy_or,2.0,0.0005745475438092502,1.749622245847205e-07,11.6812
a_bunch_of,1.0,0.0002872737719046251,5.248866737541615e-08,12.4181
a_can_and,1.0,0.0002872737719046251,6.004120340332326e-06,5.5803
a_cave_far,1.0,0.0002872737719046251,8.748111229236024e-09,15.0031
a_certain_habitat,1.0,0.0002872737719046251,2.9160370764120086e-09,16.5881
a_computer_that,1.0,0.0002872737719046251,1.026445050897027e-06,8.1286
a_friend_and,1.0,0.0002872737719046251,4.140772648505052e-07,9.4383
a_good_creation,1.0,0.0002872737719046251,1.749622245847205e-08,14.0031
a_hero_can,1.0,0.0002872737719046251,1.6913015043189648e-07,10.7301
a_huge_group,1.0,0.0002872737719046251,2.9160370764120086e-09,16.5881
a_job_and,1.0,0.0002872737719046251,6.211158972757578e-07,8.8533
a_judge_and,1.0,0.0002872737719046251,2.070386324252526e-07,10.4383
a_lot_and,1.0,0.0002872737719046251,1.4492704269767684e-06,7.631
a_lot_my,1.0,0.0002872737719046251,6.123677860465219e-08,12.1957
a_lot_of,3.0,0.0008618213157138753,3.6742067162791314e-07,11.1957
a_man_who,1.0,0.0002872737719046251,4.199093390033292e-07,9.4181
a_measure_cup,1.0,0.0002872737719046251,7.581696398671222e-08,11.8876
a_paper_in,1.0,0.0002872737719046251,7.873300106312423e-08,11.8332
a_person_'s,1.0,0.0002872737719046251,4.105780203588108e-06,6.1286
a_person_make,2.0,0.0005745475438092502,7.056809724917059e-06,6.3473
a_person_that,18.0,0.005170927894283252,2.2581791119734592e-05,7.8391
a_person_try,1.0,0.0002872737719046251,1.2830563136212837e-06,7.8067
a_person_who,11.0,0.003160011490950876,9.238005458073242e-06,8.4181
a_picture_from,1.0,0.0002872737719046251,1.458018538206004e-08,14.2661
a_place_and,1.0,0.0002872737719046251,1.8633476918272735e-06,7.2684
a_place_that,1.0,0.0002872737719046251,4.619002729036621e-06,5.9587
a_principal_you,1.0,0.0002872737719046251,7.1151304664453e-07,8.6573
a_read_thing,1.0,0.0002872737719046251,3.49924449169441e-07,9.6812
a_really_good,1.0,0.0002872737719046251,1.049773347508323e-07,11.4181
a_resource_in,1.0,0.0002872737719046251,3.9366500531562114e-07,9.5112
a_rock_or,1.0,0.0002872737719046251,1.749622245847205e-07,10.6812
a_ruler_and,2.0,0.0005745475438092502,2.484463589103031e-06,7.8533
a_ruler_if,1.0,0.0002872737719046251,9.447960127574907e-07,8.2482
a_ruler_that,1.0,0.0002872737719046251,6.158670305382161e-06,5.5437
a_ruler_to,2.0,0.0005745475438092502,3.3242822671096893e-06,7.4332
a_ruler_you,1.0,0.0002872737719046251,8.53815655973436e-06,5.0724
a_scientist_invent,1.0,0.0002872737719046251,3.6742067162791303e-07,9.6108
a_soda_it,1.0,0.0002872737719046251,2.2161881780731263e-07,10.3401
a_sport_you,1.0,0.0002872737719046251,7.1151304664453e-07,8.6573
a_superhero_that,2.0,0.0005745475438092502,1.5396675763455403e-06,8.5437
a_thing_that,1.0,0.0002872737719046251,2.052890101794054e-05,3.8067
a_type_of,2.0,0.0005745475438092502,1.049773347508323e-07,12.4181
a_volcano_be,1.0,0.0002872737719046251,2.356157957740903e-06,6.9298
a_volcano_explode,3.0,0.0008618213157138753,3.732527457807371e-07,11.173
a_volcano_start,1.0,0.0002872737719046251,2.332829661129607e-08,13.5881
a_wild_resource,1.0,0.0002872737719046251,1.458018538206004e-08,14.2661
a_woman_or,1.0,0.0002872737719046251,8.748111229236025e-08,11.6812
a_word_that,1.0,0.0002872737719046251,1.026445050897027e-06,8.1286
about_a_book,1.0,0.0002872737719046251,7.873300106312423e-08,11.8332
about_a_person,1.0,0.0002872737719046251,1.1547506822591552e-06,7.9587
about_self_control,1.0,0.0002872737719046251,2.1336856656673235e-10,20.3606
about_to_end,1.0,0.0002872737719046251,2.0270013823839574e-08,13.7908
about_to_explode,1.0,0.0002872737719046251,3.243202211814332e-07,9.7908
about_to_explore,1.0,0.0002872737719046251,2.0270013823839574e-08,13.7908
ad_and_they,1.0,0.0002872737719046251,5.0497227420793324e-08,12.4739
adapt_to_the,1.0,0.0002872737719046251,1.2162008294303741e-07,11.2058
after_you_read,1.0,0.0002872737719046251,1.735397674742756e-08,14.0149
against_somebody_else,1.0,0.0002872737719046251,6.401056997001969e-09,15.4538
air_inside_when,1.0,0.0002872737719046251,1.2233131149825985e-08,14.5193
air_pressure_how,1.0,0.0002872737719046251,2.5604227988007878e-08,13.4538
all_about_science,1.0,0.0002872737719046251,1.024169119520315e-08,14.7757
all_that_stuff,1.0,0.0002872737719046251,4.2559916744510866e-07,9.3987
all_you_force,1.0,0.0002872737719046251,1.735397674742756e-08,14.0149
an_expert_at,1.0,0.0002872737719046251,7.11228555222441e-10,18.6237
an_eye_on,1.0,0.0002872737719046251,1.5647028214893703e-09,17.4862
and_a_lot,1.0,0.0002872737719046251,1.4492704269767684e-06,7.631
and_all_that,1.0,0.0002872737719046251,8.887512026059625e-07,8.3364
and_be_bear,1.0,0.0002872737719046251,3.400146646333417e-07,9.7226
and_be_the,1.0,0.0002872737719046251,9.180395945100225e-06,4.9677
and_be_very,1.0,0.0002872737719046251,5.100219969500125e-07,9.1377
and_ca_n't,1.0,0.0002872737719046251,4.453855458513971e-06,6.0112
and_crime_lawyer,1.0,0.0002872737719046251,3.5348059194555324e-08,12.9885
and_fight_bad,1.0,0.0002872737719046251,1.683240914026444e-08,14.0589
and_figure_out,1.0,0.0002872737719046251,6.059667290495199e-08,12.2109
and_get_in,1.0,0.0002872737719046251,9.543975982529936e-07,8.2336
and_have_a,1.0,0.0002872737719046251,3.5196567512292942e-06,6.3508
and_hillary_represent,1.0,0.0002872737719046251,6.7329636561057764e-09,15.3808
and_how_thing,1.0,0.0002872737719046251,2.6931854624423103e-06,6.737
and_i_measure,1.0,0.0002872737719046251,6.126996927056256e-07,8.873
and_impact_how,1.0,0.0002872737719046251,6.732963656105776e-08,12.0589
and_invent_something,1.0,0.0002872737719046251,1.1311378942257702e-05,4.6666
and_invention_to,1.0,0.0002872737719046251,1.599078868325122e-07,10.811
and_it_'s,1.0,0.0002872737719046251,4.093641902912311e-06,6.1329
and_it_ca,1.0,0.0002872737719046251,6.268389163834476e-06,5.5182
and_it_weigh,1.0,0.0002872737719046251,3.837789283980292e-07,9.5479
and_lava_come,1.0,0.0002872737719046251,1.0099445484158664e-08,14.7959
and_like_science,1.0,0.0002872737719046251,2.558526189320195e-06,6.811
and_make_a,1.0,0.0002872737719046251,1.1387124783388893e-05,4.657
and_make_experiment,1.0,0.0002872737719046251,1.573830254614725e-06,7.512
and_make_kind,1.0,0.0002872737719046251,1.8515650054290882e-07,10.5995
and_measure_what,1.0,0.0002872737719046251,3.063498463528128e-07,9.873
and_more_thing,1.0,0.0002872737719046251,1.3465927312211552e-07,11.0589
and_natural_resource,1.0,0.0002872737719046251,8.41620457013222e-09,15.0589
and_need_help,1.0,0.0002872737719046251,2.1545483699538485e-07,10.3808
and_over_again,1.0,0.0002872737719046251,8.41620457013222e-09,15.0589
and_potion_and,1.0,0.0002872737719046251,1.4341212587505305e-06,7.6461
and_rock_and,1.0,0.0002872737719046251,2.390202097917551e-07,10.2311
and_save_the,1.0,0.0002872737719046251,7.0898107298793825e-06,5.3405
and_say_they,1.0,0.0002872737719046251,2.019889096831733e-07,10.4739
and_sit_at,1.0,0.0002872737719046251,8.41620457013222e-09,15.0589
and_somebody_find,1.0,0.0002872737719046251,1.5149168226237997e-07,10.889
and_someone_'s,1.0,0.0002872737719046251,5.763416889626545e-06,5.6394
and_space_and,1.0,0.0002872737719046251,1.1951010489587755e-07,11.2311
and_stuff_when,1.0,0.0002872737719046251,4.921796432613322e-06,5.8671
and_test_thing,1.0,0.0002872737719046251,1.3465927312211552e-07,11.0589
and_the_doctor,1.0,0.0002872737719046251,1.8179001871485595e-07,10.6259
and_then_it,1.0,0.0002872737719046251,2.558526189320195e-07,10.1329
and_then_you,1.0,0.0002872737719046251,8.214215660449047e-07,8.4501
and_they_'re,1.0,0.0002872737719046251,1.767402959727766e-06,7.3447
and_they_go,1.0,0.0002872737719046251,1.413922367782213e-06,7.6666
and_use_a,1.0,0.0002872737719046251,4.347811280930304e-06,6.046
and_use_chemical,1.0,0.0002872737719046251,1.0604417758366596e-07,11.4035
and_want_people,1.0,0.0002872737719046251,4.460588422170076e-07,9.331
and_we_can,1.0,0.0002872737719046251,4.881398650676688e-08,12.5228
and_where_he,1.0,0.0002872737719046251,2.3565372796370218e-08,13.5735
and_who_make,1.0,0.0002872737719046251,6.665634019544717e-06,5.4295
and_you_can,1.0,0.0002872737719046251,1.1910612707651116e-05,4.5921
and_you_have,3.0,0.0008618213157138753,6.982083311381688e-06,6.9476
and_you_look,1.0,0.0002872737719046251,1.6428431320898091e-06,7.4501
and_you_measure,1.0,0.0002872737719046251,1.067848035858376e-05,4.7496
and_you_push,1.0,0.0002872737719046251,2.874975481157166e-06,6.6427
and_you_put,1.0,0.0002872737719046251,1.2321323490673569e-06,7.8651
and_you_use,1.0,0.0002872737719046251,8.624926443471498e-06,5.0578
and_your_mom,1.0,0.0002872737719046251,3.366481828052888e-08,13.0589
animal_go_to,1.0,0.0002872737719046251,1.2612453045944622e-07,11.1534
animal_to_see,1.0,0.0002872737719046251,7.657560777894949e-08,11.8733
argue_against_somebody,1.0,0.0002872737719046251,1.0668428328336617e-09,18.0387
arm_and_be,1.0,0.0002872737719046251,1.7000733231667085e-07,10.7226
at_a_lab,1.0,0.0002872737719046251,2.9160370764120085e-08,13.2661
at_lawyer_'s,1.0,0.0002872737719046251,2.655253272830447e-08,13.4013
at_science_and,1.0,0.0002872737719046251,1.3465927312211552e-07,11.0589
at_something_closely,1.0,0.0002872737719046251,1.896609480593176e-08,13.8867
at_something_very,1.0,0.0002872737719046251,5.689828441779528e-08,12.3018
away_and_where,1.0,0.0002872737719046251,6.7329636561057764e-09,15.3808
away_by_water,1.0,0.0002872737719046251,1.4224571104448822e-10,20.9456
b_]_lowin,1.0,0.0002872737719046251,4.741523701482941e-11,22.5306
bad_condition_on,1.0,0.0002872737719046251,1.3039190179078087e-09,17.7492
bad_influence_on,1.0,0.0002872737719046251,3.911757053723425e-09,16.1642
bad_stuff_you,1.0,0.0002872737719046251,9.833920156875618e-07,8.1904
base_10_block,1.0,0.0002872737719046251,4.741523701482941e-11,22.5306
be_6_inch,1.0,0.0002872737719046251,4.78893893849777e-09,15.8724
be_a_bos,1.0,0.0002872737719046251,5.890394894352257e-07,8.9298
be_a_manager,1.0,0.0002872737719046251,1.1780789788704515e-06,7.9298
be_a_person,2.0,0.0005745475438092502,1.2958868767574965e-05,5.4704
be_a_resource,1.0,0.0002872737719046251,1.4725987235880643e-06,7.6079
be_a_ruler,1.0,0.0002872737719046251,3.534236936611354e-06,6.3449
be_about_to,2.0,0.0005745475438092502,2.0472713962077965e-06,8.1326
be_an_expert,1.0,0.0002872737719046251,1.436681681549331e-08,14.2874
be_an_influence,1.0,0.0002872737719046251,4.310045044647993e-08,12.7024
be_analyze_something,1.0,0.0002872737719046251,3.831151150798216e-07,9.5504
be_bear_like,1.0,0.0002872737719046251,4.549491991572882e-07,9.3025
be_big_and,1.0,0.0002872737719046251,2.380102652433392e-06,6.9153
be_big_you,1.0,0.0002872737719046251,8.179507706954192e-06,5.1343
be_build_up,1.0,0.0002872737719046251,2.873363363098662e-08,13.2874
be_cold_mexico,1.0,0.0002872737719046251,2.873363363098662e-08,13.2874
be_direct_the,1.0,0.0002872737719046251,1.293013513394398e-07,11.1175
be_erupt_like,1.0,0.0002872737719046251,2.274745995786441e-07,10.3025
be_get_beat,1.0,0.0002872737719046251,5.028385885422658e-08,12.48
be_go_hard,1.0,0.0002872737719046251,1.2738577576404068e-06,7.8171
be_go_to,2.0,0.0005745475438092502,6.369288788202035e-06,6.4952
be_gon_na,1.0,0.0002872737719046251,2.394469469248885e-09,16.8724
be_good_on,1.0,0.0002872737719046251,1.580349849704264e-07,10.828
be_hurt_you,1.0,0.0002872737719046251,1.1685011009934558e-06,7.9416
be_in_school,1.0,0.0002872737719046251,5.172054053577592e-07,9.1175
be_it_and,1.0,0.0002872737719046251,1.2920557256066983e-05,4.4747
be_like_integrity,1.0,0.0002872737719046251,2.2747459957864406e-07,10.3025
be_like_make,1.0,0.0002872737719046251,1.2511102976825422e-05,4.5211
be_make_something,1.0,0.0002872737719046251,2.1071331329390186e-05,3.7691
be_make_you,1.0,0.0002872737719046251,3.213378027732003e-05,3.1603
be_migrate_over,1.0,0.0002872737719046251,2.394469469248885e-08,13.5504
be_not_possible,2.0,0.0005745475438092502,2.4423588586338627e-07,11.1999
be_not_that,1.0,0.0002872737719046251,7.164252651992664e-06,5.3255
be_push_you,1.0,0.0002872737719046251,4.089753853477096e-06,6.1343
be_sad_you,1.0,0.0002872737719046251,5.842505504967279e-07,8.9416
be_save_people,1.0,0.0002872737719046251,9.89873678587489e-06,4.859
be_small_or,1.0,0.0002872737719046251,4.310045044647993e-07,9.3805
be_smash_on,1.0,0.0002872737719046251,2.6339164161737736e-08,13.4129
be_somebody_that,1.0,0.0002872737719046251,1.8964198196451167e-05,3.9211
be_something_pressure,1.0,0.0002872737719046251,3.4480360357183947e-06,6.3805
be_super_hard,1.0,0.0002872737719046251,4.549491991572882e-08,12.6244
be_the_manager,1.0,0.0002872737719046251,5.172054053577592e-07,9.1175
be_too_big,1.0,0.0002872737719046251,2.3465800798639076e-07,10.2577
be_try_to,1.0,0.0002872737719046251,2.274745995786441e-06,6.9806
be_very_hard,1.0,0.0002872737719046251,1.3648475974718644e-07,11.0395
be_wash_away,1.0,0.0002872737719046251,4.78893893849777e-09,15.8724
bear_go_to,1.0,0.0002872737719046251,1.2612453045944622e-07,11.1534
bear_like_that,1.0,0.0002872737719046251,7.927827628879476e-07,8.5013
beat_in_a,1.0,0.0002872737719046251,7.873300106312424e-08,11.8332
because_it_'s,1.0,0.0002872737719046251,1.1531385642006511e-07,11.2826
because_the_game,1.0,0.0002872737719046251,2.560422798800788e-09,16.7757
big_and_you,1.0,0.0002872737719046251,5.749950962314333e-06,5.6427
big_it_explode,1.0,0.0002872737719046251,4.0359849747022795e-07,9.4753
big_or_long,1.0,0.0002872737719046251,1.2944359705048427e-07,11.1159
big_or_small,1.0,0.0002872737719046251,5.974319863868505e-08,12.2314
big_something_be,3.0,0.0008618213157138753,5.363611611117503e-06,7.328
big_to_small,1.0,0.0002872737719046251,1.8918679568916934e-07,10.5684
big_too_small,1.0,0.0002872737719046251,1.3940079682359846e-08,14.3309
big_you_have,1.0,0.0002872737719046251,1.3767488219625865e-06,7.705
bigger_brother_sister,1.0,0.0002872737719046251,2.3707618507414705e-11,23.5306
bird_go_somewhere,1.0,0.0002872737719046251,2.6552532728304472e-09,16.7232
blow_up_and,1.0,0.0002872737719046251,6.059667290495197e-08,12.2109
book_after_you,1.0,0.0002872737719046251,1.735397674742756e-08,14.0149
book_someone_who,1.0,0.0002872737719046251,5.479304789433686e-07,9.0342
bos_to_other,1.0,0.0002872737719046251,9.008895032817588e-09,14.9607
boy_or_girl,2.0,0.0005745475438092502,2.8449142208897643e-09,17.6237
brother_sister_they,1.0,0.0002872737719046251,7.112285552224411e-10,18.6237
build_up_air,1.0,0.0002872737719046251,8.534742662669292e-10,18.3606
bunch_of_pressure,1.0,0.0002872737719046251,3.840634198201182e-09,16.1907
butterfly_go_to,1.0,0.0002872737719046251,6.306226522972311e-08,12.1534
ca_n't_be,4.0,0.0011490950876185005,6.335766215632549e-06,7.5028
ca_n't_do,36.0,0.010341855788566504,5.708462629926356e-06,10.8231
ca_n't_figure,1.0,0.0002872737719046251,1.881910757118579e-07,10.576
ca_n't_finish,1.0,0.0002872737719046251,6.27303585706193e-08,12.161
ca_n't_happen,2.0,0.0005745475438092502,1.881910757118579e-07,11.576
ca_n't_really,1.0,0.0002872737719046251,3.763821514237158e-07,9.576
ca_n't_so,2.0,0.0005745475438092502,1.881910757118579e-07,11.576
ca_n't_stop,1.0,0.0002872737719046251,6.27303585706193e-08,12.161
can_and_you,1.0,0.0002872737719046251,1.1910612707651116e-05,4.5921
can_create_stuff,1.0,0.0002872737719046251,2.3375711848310897e-07,10.2632
can_do_it,2.0,0.0005745475438092502,4.754894798321122e-06,6.9169
can_fly_and,1.0,0.0002872737719046251,4.881398650676688e-08,12.5228
can_go_and,1.0,0.0002872737719046251,1.3667916221894727e-06,7.7155
can_help_the,1.0,0.0002872737719046251,5.940180893217829e-07,8.9177
can_invent_something,1.0,0.0002872737719046251,4.620140694724977e-06,5.9583
can_invent_stuff,1.0,0.0002872737719046251,9.817798976290576e-07,8.1928
can_know_about,1.0,0.0002872737719046251,6.806457273478761e-08,12.0432
can_make_potion,1.0,0.0002872737719046251,4.5376381823191734e-07,9.3063
can_manage_to,1.0,0.0002872737719046251,6.531448898792752e-08,12.1027
can_never_do,1.0,0.0002872737719046251,1.2512881048213481e-07,11.1648
can_not_be,1.0,0.0002872737719046251,1.1804734483397002e-06,7.9269
can_not_do,7.0,0.002010916403332376,1.0635948890981458e-06,10.8847
can_not_happen,1.0,0.0002872737719046251,3.506356777246635e-08,13.0002
can_represent_somebody,1.0,0.0002872737719046251,1.2375376860870476e-07,11.1807
can_say_that,1.0,0.0002872737719046251,4.840147394473786e-07,9.2132
can_tell_the,1.0,0.0002872737719046251,1.1137839174783427e-07,11.3327
can_use_base,1.0,0.0002872737719046251,1.4437939671015554e-08,14.2803
can_use_it,1.0,0.0002872737719046251,1.0972834149971819e-06,8.0323
can_use_your,1.0,0.0002872737719046251,1.4437939671015553e-07,10.9583
can_weigh_something,1.0,0.0002872737719046251,3.3001004962321264e-07,9.7657
care_of_something,2.0,0.0005745475438092502,2.0483382390406303e-07,11.4538
care_of_that,1.0,0.0002872737719046251,2.2531720629446932e-07,10.3163
catch_you_whenever,1.0,0.0002872737719046251,6.363124807390107e-08,12.1404
cave_far_away,1.0,0.0002872737719046251,1.4224571104448822e-10,20.9456
chair_size_be,1.0,0.0002872737719046251,5.746726726197323e-08,12.2874
check_how_high,1.0,0.0002872737719046251,1.422457110444882e-08,14.3018
check_the_size,1.0,0.0002872737719046251,5.1208455976015757e-08,12.4538
check_what_size,1.0,0.0002872737719046251,6.638133182076118e-09,15.4013
chemical_and_stuff,1.0,0.0002872737719046251,1.7169057323069727e-07,10.7084
chemical_in_a,1.0,0.0002872737719046251,2.3619900318937269e-07,10.2482
close_or_in,1.0,0.0002872737719046251,5.7609512973017724e-08,12.2838
cold_and_they,1.0,0.0002872737719046251,1.5149168226237995e-07,10.889
cold_mexico_be,1.0,0.0002872737719046251,2.8733633630986616e-08,13.2874
come_to_school,1.0,0.0002872737719046251,5.405337019690552e-08,12.3758
comic_book_someone,1.0,0.0002872737719046251,7.61014554088012e-09,15.2041
computer_that_be,1.0,0.0002872737719046251,8.428532531756076e-07,8.4129
condition_on_their,1.0,0.0002872737719046251,2.6078380358156175e-10,20.0711
cool_experiment_like,1.0,0.0002872737719046251,3.828780388947474e-08,12.8733
court_for_people,1.0,0.0002872737719046251,3.518210586500342e-08,12.9953
create_different_thing,1.0,0.0002872737719046251,2.8449142208897642e-08,13.3018
create_something_that,1.0,0.0002872737719046251,6.67606537168798e-06,5.4273
day_and_someone,1.0,0.0002872737719046251,2.1612813336099543e-06,7.0544
day_to_keep,1.0,0.0002872737719046251,5.405337019690552e-08,12.3758
defend_the_city,1.0,0.0002872737719046251,2.560422798800788e-09,16.7757
defend_you_if,1.0,0.0002872737719046251,3.1237158145369615e-07,9.8449
desk_and_have,1.0,0.0002872737719046251,2.861509553844955e-08,13.2934
different_job_of,1.0,0.0002872737719046251,3.840634198201182e-09,16.1907
different_place_for,1.0,0.0002872737719046251,4.480739897901379e-09,15.9683
direct_the_people,1.0,0.0002872737719046251,6.785120416822088e-08,12.0478
discover_new_thing,2.0,0.0005745475438092502,5.310506545660894e-08,13.4013
discover_that_shark,1.0,0.0002872737719046251,3.3380326858439903e-08,13.0711
dk.._something_you,1.0,0.0002872737719046251,9.255454265294699e-07,8.2779
dk_mean_like,1.0,0.0002872737719046251,3.1531132614861556e-08,13.1534
do_a_lot,1.0,0.0002872737719046251,1.8575156176744494e-06,7.2729
do_ad_and,1.0,0.0002872737719046251,1.531749231764064e-07,10.873
do_and_be,1.0,0.0002872737719046251,1.5470667240817044e-05,4.2148
do_experiment_on,1.0,0.0002872737719046251,4.0343254414067594e-07,9.4759
"do_it_,",2.0,0.0005745475438092502,9.837713375836804e-07,9.1899
do_it_or,1.0,0.0002872737719046251,4.918856687918402e-06,5.868
do_n't_belong,1.0,0.0002872737719046251,1.1649923734543584e-07,11.2679
do_n't_know,2.0,0.0005745475438092502,1.2814916107997941e-06,8.8085
do_n't_need,1.0,0.0002872737719046251,9.319938987634867e-07,8.2679
do_new_thing,1.0,0.0002872737719046251,6.040701195689266e-07,8.8935
do_science_and,1.0,0.0002872737719046251,2.4507987708225023e-06,6.873
do_science_thing,1.0,0.0002872737719046251,1.3807317018718323e-06,7.7008
do_scientific_thing,1.0,0.0002872737719046251,8.629573136698952e-08,11.7008
do_something_a,1.0,0.0002872737719046251,4.2457499832558843e-05,2.7583
do_something_and,1.0,0.0002872737719046251,2.4507987708225024e-05,3.5511
do_something_it,1.0,0.0002872737719046251,2.623390233556481e-05,3.4529
do_sometimes_you,1.0,0.0002872737719046251,1.052807922677272e-06,8.092
do_that_because,1.0,0.0002872737719046251,7.594024360295078e-07,8.5633
do_the_thing,1.0,0.0002872737719046251,4.659969493817434e-06,5.946
doctor_measure_you,1.0,0.0002872737719046251,3.008022636220777e-07,9.8994
doctor_you_have,1.0,0.0002872737719046251,1.9667840313751237e-07,10.5124
ear_be_migrate,1.0,0.0002872737719046251,4.78893893849777e-09,15.8724
earth_and_space,1.0,0.0002872737719046251,1.6832409140264441e-09,17.3808
else_be_go,1.0,0.0002872737719046251,4.022708708338127e-07,9.48
erupt_like_the,1.0,0.0002872737719046251,1.2162008294303741e-07,11.2058
everyones_know_you,1.0,0.0002872737719046251,6.363124807390105e-08,12.1404
experiment_and_machine,1.0,0.0002872737719046251,2.8615095538449546e-08,13.2934
experiment_i_would,1.0,0.0002872737719046251,1.1284826409529398e-08,14.6358
experiment_like_volcano,1.0,0.0002872737719046251,3.0630243111579794e-07,9.8733
experiment_on_animal,1.0,0.0002872737719046251,8.8666493217731e-09,14.9837
expert_at_science,1.0,0.0002872737719046251,1.8966094805931765e-09,17.2086
explode_a_volcano,1.0,0.0002872737719046251,3.732527457807371e-07,9.5881
explode_and_lava,1.0,0.0002872737719046251,5.386370924884621e-08,12.3808
explode_from_inside,1.0,0.0002872737719046251,3.793218961186353e-09,16.2086
explode_or_shoot,1.0,0.0002872737719046251,1.1379656883559057e-08,14.6237
explode_suddenly_without,1.0,0.0002872737719046251,3.793218961186353e-10,19.5306
explode_you_put,1.0,0.0002872737719046251,2.7766362795884097e-07,10.0149
