Trigram,Trigram_sum,p_abc,p_a_x_p_b_x_p_c,PMI
explore_[_explode,1.0,0.0002872737719046251,7.586437922372706e-10,18.5306
eye_on_it,1.0,0.0002872737719046251,1.981956907219869e-08,13.8232
fall_someone_else,1.0,0.0002872737719046251,3.044058216352048e-08,13.2041
family_lawyer_and,1.0,0.0002872737719046251,2.3565372796370218e-08,13.5735
family_teach_you,1.0,0.0002872737719046251,4.62772713264735e-08,12.5998
far_away_and,1.0,0.0002872737719046251,1.0099445484158662e-08,14.7959
feel_and_impact,1.0,0.0002872737719046251,8.41620457013222e-09,15.0589
feel_how_they,1.0,0.0002872737719046251,1.422457110444882e-07,10.9798
fight_bad_guy,1.0,0.0002872737719046251,2.3707618507414706e-10,20.2086
figure_out_how,1.0,0.0002872737719046251,3.4138970650677167e-08,13.0387
figure_out_something,2.0,0.0005745475438092502,1.3655588260270867e-07,12.0387
find_a_shelter,1.0,0.0002872737719046251,5.832074152824017e-09,15.5881
find_you_you,1.0,0.0002872737719046251,2.822913550914883e-06,6.6691
finish_the_work,1.0,0.0002872737719046251,7.681268396402364e-09,15.1907
fly_and_save,1.0,0.0002872737719046251,1.3129279129406265e-07,11.0954
for_50_second,1.0,0.0002872737719046251,1.6595332955190295e-10,20.7232
for_a_resource,1.0,0.0002872737719046251,1.0206129767442031e-07,11.4588
for_the_winter,1.0,0.0002872737719046251,3.5845919183211036e-08,12.9683
for_winter_or,1.0,0.0002872737719046251,1.991439954622835e-08,13.8163
forest_like_no,1.0,0.0002872737719046251,4.504447516408794e-09,15.9607
fresh_water_and,1.0,0.0002872737719046251,5.049722742079331e-09,15.7959
friend_and_get,1.0,0.0002872737719046251,7.069611838911065e-08,11.9885
friend_with_somebody,1.0,0.0002872737719046251,6.401056997001969e-09,15.4538
from_a_computer,1.0,0.0002872737719046251,2.9160370764120085e-08,13.2661
from_go_to,2.0,0.0005745475438092502,3.1531132614861556e-07,10.8314
game_be_about,1.0,0.0002872737719046251,2.1550225223239967e-08,13.7024
get_a_job,1.0,0.0002872737719046251,1.8371033581395652e-07,10.6108
get_a_paper,1.0,0.0002872737719046251,6.123677860465218e-08,12.1957
get_a_ruler,2.0,0.0005745475438092502,7.348413432558261e-07,9.6108
get_an_education,1.0,0.0002872737719046251,2.987159931934252e-09,16.5533
get_beat_in,1.0,0.0002872737719046251,1.3442219693704136e-08,14.3834
get_cold_and,1.0,0.0002872737719046251,1.0604417758366595e-07,11.4035
get_in_a,1.0,0.0002872737719046251,1.6533930223256088e-06,7.4409
get_in_trouble,1.0,0.0002872737719046251,4.0326659081112406e-08,12.7984
get_lose_and,1.0,0.0002872737719046251,3.534805919455532e-08,12.9885
get_mad_and,1.0,0.0002872737719046251,3.534805919455532e-08,12.9885
get_people_out,1.0,0.0002872737719046251,3.1663895278503074e-07,9.8254
get_pressure_because,1.0,0.0002872737719046251,8.961479795802757e-09,14.9683
get_send_to,1.0,0.0002872737719046251,4.729669892229233e-08,12.5684
get_ta_go,1.0,0.0002872737719046251,2.788015936471969e-08,13.3309
get_ta_take,1.0,0.0002872737719046251,2.9871599319342524e-09,16.5533
get_taller_and,1.0,0.0002872737719046251,3.534805919455532e-08,12.9885
girl_who_be,1.0,0.0002872737719046251,3.4480360357183947e-07,9.7024
girl_who_invent,1.0,0.0002872737719046251,1.4338367673284412e-07,10.9683
give_someone_example,1.0,0.0002872737719046251,5.073430360586746e-09,15.7891
give_you_a,1.0,0.0002872737719046251,1.4230260932890602e-06,7.6573
go_and_a,1.0,0.0002872737719046251,5.797081707907074e-06,5.631
go_find_a,1.0,0.0002872737719046251,1.632980762790725e-07,10.7807
go_hard_on,1.0,0.0002872737719046251,1.3873698350539084e-07,11.0159
go_outside_and,1.0,0.0002872737719046251,4.7130745592740437e-08,12.5735
go_somewhere_else,1.0,0.0002872737719046251,1.5931519636982682e-08,14.1383
go_somewhere_far,1.0,0.0002872737719046251,7.965759818491341e-09,15.1383
go_somewhere_warm,1.0,0.0002872737719046251,5.3105065456608945e-09,15.7232
go_south_or,1.0,0.0002872737719046251,1.991439954622835e-08,13.8163
go_to_a,3.0,0.0008618213157138753,7.756658623255943e-06,6.7958
go_to_college,1.0,0.0002872737719046251,1.2612453045944622e-07,11.1534
go_to_come,1.0,0.0002872737719046251,1.8918679568916934e-07,10.5684
go_to_court,2.0,0.0005745475438092502,2.5224906091889245e-07,11.1534
go_to_different,1.0,0.0002872737719046251,1.8918679568916934e-07,10.5684
go_to_jail,2.0,0.0005745475438092502,3.1531132614861556e-07,10.8314
go_to_mexico,2.0,0.0005745475438092502,2.5224906091889245e-07,11.1534
go_to_one,1.0,0.0002872737719046251,6.306226522972311e-08,12.1534
go_to_pick,1.0,0.0002872737719046251,6.306226522972311e-08,12.1534
go_to_prison,1.0,0.0002872737719046251,6.306226522972311e-08,12.1534
go_to_school,1.0,0.0002872737719046251,5.044981218377849e-07,9.1534
go_to_the,1.0,0.0002872737719046251,3.405362322405048e-06,6.3985
go_to_warm,1.0,0.0002872737719046251,1.2612453045944622e-07,11.1534
gon_na_blow,1.0,0.0002872737719046251,1.4224571104448822e-10,20.9456
good_on_human,1.0,0.0002872737719046251,1.5647028214893703e-09,17.4862
grind_be_shake,1.0,0.0002872737719046251,4.78893893849777e-09,15.8724
hard_for_you,1.0,0.0002872737719046251,7.693596358026218e-07,8.5446
hard_on_you,1.0,0.0002872737719046251,1.20899371340412e-06,7.8925
hard_that_ca,1.0,0.0002872737719046251,3.884635538150943e-06,6.2085
hard_to_do,4.0,0.0011490950876185005,3.894094877935402e-06,8.205
have_a_bad,1.0,0.0002872737719046251,2.478631514950207e-07,10.1787
have_a_friend,1.0,0.0002872737719046251,9.914526059800829e-08,11.5006
have_a_lot,1.0,0.0002872737719046251,3.47008412093029e-07,9.6932
have_a_ruler,1.0,0.0002872737719046251,5.948715635880496e-07,8.9156
have_a_trial,1.0,0.0002872737719046251,4.9572630299004144e-08,12.5006
have_good_manner,1.0,0.0002872737719046251,2.418177087756299e-09,16.8581
have_law_and,1.0,0.0002872737719046251,5.723019107689909e-08,12.2934
have_learn_stuff,1.0,0.0002872737719046251,1.3703003497285696e-07,11.0337
have_n't_see,1.0,0.0002872737719046251,3.699810944267138e-07,9.6008
have_never_be,1.0,0.0002872737719046251,8.141196195446209e-08,11.7849
have_pressure_on,1.0,0.0002872737719046251,3.989992194797894e-08,12.8138
have_to_get,1.0,0.0002872737719046251,8.040438816789695e-07,8.4809
have_to_go,1.0,0.0002872737719046251,1.0720585089052928e-06,8.0659
have_to_measure,1.0,0.0002872737719046251,9.954829011263432e-07,8.1728
have_too_much,1.0,0.0002872737719046251,1.6927239614294098e-08,14.0508
have_trouble_and,1.0,0.0002872737719046251,8.584528661534862e-08,11.7084
have_your_lawyer,1.0,0.0002872737719046251,2.8212066023823496e-08,13.3138
he/she_go_to,1.0,0.0002872737719046251,6.306226522972311e-08,12.1534
he_'s_do,1.0,0.0002872737719046251,4.832560956551413e-07,9.2154
he_can_do,1.0,0.0002872737719046251,4.3795083668747183e-07,9.3574
he_help_you,1.0,0.0002872737719046251,6.47881798570629e-07,8.7925
he_invent_thing,1.0,0.0002872737719046251,2.788015936471969e-07,10.009
he_save_people,1.0,0.0002872737719046251,6.860510643675667e-07,8.7099
he_try_to,1.0,0.0002872737719046251,1.5765566307430778e-07,10.8314
heavy_or_how,1.0,0.0002872737719046251,8.534742662669292e-08,11.7168
heavy_you_be,1.0,0.0002872737719046251,1.7527516514901835e-06,7.3567
height_and_weight,1.0,0.0002872737719046251,1.0099445484158664e-08,14.7959
height_of_something,1.0,0.0002872737719046251,2.0483382390406303e-07,10.4538
help_other_people,1.0,0.0002872737719046251,4.020812098857534e-08,12.8027
help_people_not,1.0,0.0002872737719046251,3.417690284028903e-07,9.7152
help_people_when,1.0,0.0002872737719046251,1.7289492025087395e-06,7.3764
help_the_world,1.0,0.0002872737719046251,1.2290029434243782e-07,11.1907
help_you_from,1.0,0.0002872737719046251,4.62772713264735e-07,9.2779
help_you_in,1.0,0.0002872737719046251,2.4989726516295692e-06,6.8449
hero_can_help,1.0,0.0002872737719046251,2.2000669974880848e-08,13.6726
high_something_be,2.0,0.0005745475438092502,1.1493453452394647e-06,8.9655
high_stuff_be,1.0,0.0002872737719046251,2.442358858633862e-07,10.1999
hit_something_else,1.0,0.0002872737719046251,4.551862753423623e-08,12.6237
hold_a_can,1.0,0.0002872737719046251,2.536952256478447e-07,10.1451
hold_for_50,1.0,0.0002872737719046251,4.978599886557088e-10,19.1383
hold_you_tight,1.0,0.0002872737719046251,1.735397674742756e-08,14.0149
hot_it_be,1.0,0.0002872737719046251,1.8197967966291524e-07,10.6244
how_big_or,2.0,0.0005745475438092502,3.98287990924567e-07,10.4944
how_big_something,3.0,0.0008618213157138753,2.1242026182643576e-06,8.6643
how_heavy_or,1.0,0.0002872737719046251,8.534742662669292e-08,11.7168
how_heavy_you,1.0,0.0002872737719046251,6.941590698971024e-07,8.6929
how_high_something,2.0,0.0005745475438092502,4.551862753423623e-07,10.3018
how_high_stuff,1.0,0.0002872737719046251,9.672708351025197e-08,11.5362
how_hot_it,1.0,0.0002872737719046251,7.207116026254069e-08,11.9607
how_long_be,2.0,0.0005745475438092502,1.2451241240094203e-06,8.85
how_long_it,5.0,0.0014363688595231256,9.36925083413029e-07,10.5822
how_long_something,3.0,0.0008618213157138753,1.9724738598169035e-06,8.7712
how_much_a,1.0,0.0002872737719046251,6.99848898338882e-07,8.6812
how_much_the,1.0,0.0002872737719046251,3.0725073585609453e-07,9.8688
how_much_you,1.0,0.0002872737719046251,1.3883181397942047e-06,7.6929
how_someone_feel,1.0,0.0002872737719046251,5.073430360586747e-07,9.1452
how_tall/wide_be,1.0,0.0002872737719046251,9.57787787699554e-08,11.5504
how_tall_it,1.0,0.0002872737719046251,5.044981218377849e-07,9.1534
how_tall_something,3.0,0.0008618213157138753,1.0621013091321788e-06,9.6643
how_tall_this,1.0,0.0002872737719046251,1.991439954622835e-08,13.8163
how_tall_you,2.0,0.0005745475438092502,1.6197044964265725e-06,8.4706
how_they_'re,1.0,0.0002872737719046251,9.957199773114176e-07,8.1725
how_they_feel,1.0,0.0002872737719046251,1.422457110444882e-07,10.9798
how_thing_react,1.0,0.0002872737719046251,3.793218961186352e-08,12.8867
how_to_be,1.0,0.0002872737719046251,9.098983983145762e-06,4.9806
how_to_read,1.0,0.0002872737719046251,2.702668509845276e-07,10.0538
how_to_solve,1.0,0.0002872737719046251,1.8017790065635174e-07,10.6388
hurry_i_want,1.0,0.0002872737719046251,4.978599886557088e-09,15.8163
hurt_you_a,1.0,0.0002872737719046251,1.4230260932890602e-06,7.6573
i_'m_learn,1.0,0.0002872737719046251,3.319066591038059e-09,16.4013
i_ca_n't,1.0,0.0002872737719046251,8.782250199886702e-07,8.3536
i_get_a,1.0,0.0002872737719046251,8.573149004651304e-07,8.3884
i_have_a,2.0,0.0005745475438092502,6.94016824186058e-07,9.6932
i_mean_you,1.0,0.0002872737719046251,1.1337931474986007e-06,7.9851
i_measure_height,1.0,0.0002872737719046251,2.5888719410096855e-08,13.4378
i_measure_it,1.0,0.0002872737719046251,6.558475583891202e-07,8.7749
i_measure_my,1.0,0.0002872737719046251,2.5888719410096855e-08,13.4378
i_save_the,1.0,0.0002872737719046251,1.3979908481452304e-06,7.6829
i_use_a,1.0,0.0002872737719046251,8.573149004651304e-07,8.3884
i_want_to,1.0,0.0002872737719046251,1.5765566307430778e-07,10.8314
i_would_do,1.0,0.0002872737719046251,6.040701195689266e-08,12.2154
if_a_bear,1.0,0.0002872737719046251,1.5746600212624846e-07,10.8332
if_a_scientist,1.0,0.0002872737719046251,2.3619900318937269e-07,10.2482
if_a_volcano,1.0,0.0002872737719046251,6.298640085049938e-07,8.8332
if_he/she_go,1.0,0.0002872737719046251,1.7922959591605518e-08,13.9683
if_i_get,1.0,0.0002872737719046251,1.8819107571185793e-07,10.576
if_i_have,2.0,0.0005745475438092502,1.5234515652864688e-07,11.8809
if_i_measure,1.0,0.0002872737719046251,2.329984746908717e-07,10.2679
if_it_work,1.0,0.0002872737719046251,2.918881990632898e-07,9.9428
if_someone_be,2.0,0.0005745475438092502,6.917622296660029e-06,6.376
if_someone_fall,1.0,0.0002872737719046251,1.3698261973584216e-07,11.0342
if_someone_have,1.0,0.0002872737719046251,1.1643522677546583e-06,7.9468
if_something_be,2.0,0.0005745475438092502,1.0344108107155182e-05,5.7955
if_they_be,1.0,0.0002872737719046251,1.9395202700915967e-06,7.2106
if_they_want,1.0,0.0002872737719046251,9.601585495502953e-08,11.5469
if_you_'re,4.0,0.0011490950876185005,5.466502675439683e-06,7.7157
if_you_be,2.0,0.0005745475438092502,1.5774764863411656e-05,5.1867
if_you_do,1.0,0.0002872737719046251,1.4212906956143173e-05,4.3372
if_you_get,2.0,0.0005745475438092502,3.279901605263809e-06,7.4526
if_you_go,1.0,0.0002872737719046251,4.373202140351746e-06,6.0376
impact_how_they,1.0,0.0002872737719046251,2.8449142208897642e-08,13.3018
in_a_certain,1.0,0.0002872737719046251,7.873300106312423e-08,11.8332
in_a_huge,1.0,0.0002872737719046251,7.873300106312423e-08,11.8332
in_a_hurry,2.0,0.0005745475438092502,2.3619900318937269e-07,11.2482
in_a_lab,1.0,0.0002872737719046251,1.5746600212624846e-07,10.8332
in_a_school,2.0,0.0005745475438092502,6.298640085049938e-07,9.8332
in_a_soda,1.0,0.0002872737719046251,7.873300106312423e-08,11.8332
in_a_sport,1.0,0.0002872737719046251,7.873300106312423e-08,11.8332
in_a_type,1.0,0.0002872737719046251,1.5746600212624846e-07,10.8332
in_doctor_you,1.0,0.0002872737719046251,3.1237158145369615e-07,9.8449
in_jail_and,1.0,0.0002872737719046251,2.2723752339356992e-07,10.304
in_jail_you,1.0,0.0002872737719046251,7.809289536342402e-07,8.523
in_math_you,1.0,0.0002872737719046251,1.5618579072684808e-07,10.8449
in_school_and,1.0,0.0002872737719046251,3.6358003742971194e-07,9.6259
in_the_forest,1.0,0.0002872737719046251,3.4565707783810636e-08,13.0208
in_the_neighborhood,1.0,0.0002872737719046251,3.4565707783810636e-08,13.0208
in_the_winter,1.0,0.0002872737719046251,1.3826283113524254e-07,11.0208
in_trouble_a,1.0,0.0002872737719046251,2.3619900318937269e-07,10.2482
in_trouble_he,1.0,0.0002872737719046251,1.3442219693704138e-08,14.3834
influence_on_you,1.0,0.0002872737719046251,1.9089374422170316e-07,10.5554
inside_when_the,1.0,0.0002872737719046251,2.2019636069686777e-07,10.3494
"integrity_,_optimism",1.0,0.0002872737719046251,1.4224571104448822e-10,20.9456
invent_a_liquid,1.0,0.0002872737719046251,2.449471144186087e-07,10.1957
invent_something_and,1.0,0.0002872737719046251,1.1311378942257702e-05,4.6666
invent_stuff_like,1.0,0.0002872737719046251,3.2161755267158777e-06,6.4809
invent_the_phone,1.0,0.0002872737719046251,5.3768878774816543e-08,12.3834
invent_thing_),1.0,0.0002872737719046251,3.9828799092456694e-08,12.8163
invent_thing_like,1.0,0.0002872737719046251,3.783735913783386e-06,6.2465
invent_thing_make,1.0,0.0002872737719046251,2.1905839500851178e-06,7.035
invent_thing_that,1.0,0.0002872737719046251,7.009868640272378e-06,5.3569
invent_thing_you,1.0,0.0002872737719046251,9.718226978559433e-06,4.8856
invent_to_make,1.0,0.0002872737719046251,5.202636881452155e-06,5.787
invention_to_make,1.0,0.0002872737719046251,1.238723067012418e-07,11.1794
investigate_thing_people,1.0,0.0002872737719046251,5.026015123571917e-08,12.4807
it_'s_a,2.0,0.0005745475438092502,7.091802169834004e-06,6.3401
it_'s_about,1.0,0.0002872737719046251,5.18912353890293e-07,9.1127
it_'s_hard,6.0,0.0017236426314277506,1.0954816359906185e-06,10.6197
it_'s_impossible,1.0,0.0002872737719046251,5.7656928210032554e-08,12.2826
it_'s_kind,1.0,0.0002872737719046251,1.1531385642006511e-07,11.2826
it_'s_not,1.0,0.0002872737719046251,9.801677795705534e-07,8.1952
it_'s_really,2.0,0.0005745475438092502,3.459415692601953e-07,10.6977
it_'s_shake,1.0,0.0002872737719046251,1.1531385642006511e-07,11.2826
it_'s_so,1.0,0.0002872737719046251,1.7297078463009765e-07,10.6977
it_'s_too,1.0,0.0002872737719046251,4.035984974702279e-07,9.4753
"it_,_it",2.0,0.0005745475438092502,8.216112269929638e-07,9.4498
it_10_inch,1.0,0.0002872737719046251,7.207116026254069e-09,15.2826
it_and_you,1.0,0.0002872737719046251,3.121401950970637e-05,3.2022
it_be_cold,1.0,0.0002872737719046251,5.459390389887458e-07,9.0395
it_be_not,1.0,0.0002872737719046251,3.093654554269559e-06,6.537
it_be_press,1.0,0.0002872737719046251,3.6395935932583053e-07,9.6244
it_blow_up,1.0,0.0002872737719046251,6.486404423628661e-08,12.1127
it_ca_n't,5.0,0.0014363688595231256,4.767507251367067e-06,8.235
it_can_not,1.0,0.0002872737719046251,8.88277050235814e-07,8.3372
it_explode_you,1.0,0.0002872737719046251,7.0341452416239704e-06,5.3519
it_get_cold,1.0,0.0002872737719046251,1.1351207741350159e-07,11.3054
it_mean_how,1.0,0.0002872737719046251,1.0089962436755698e-06,8.1534
it_mean_somebody,1.0,0.0002872737719046251,1.135120774135016e-06,7.9834
it_no_matter,1.0,0.0002872737719046251,3.6035580131270346e-09,16.2826
it_or_it,1.0,0.0002872737719046251,4.108056134964819e-06,6.1278
it_over_and,1.0,0.0002872737719046251,6.396315473300487e-07,8.811
it_the_length,1.0,0.0002872737719046251,3.8918426541771976e-07,9.5278
it_to_do,1.0,0.0002872737719046251,1.5576379511741607e-05,4.205
it_weigh_the,1.0,0.0002872737719046251,2.9188819906328975e-07,9.9428
it_would_be,1.0,0.0002872737719046251,3.639593593258305e-07,9.6244
jail_and_you,1.0,0.0002872737719046251,2.0535539151122614e-06,7.1282
jail_or_be,1.0,0.0002872737719046251,3.5917042038733276e-07,9.6435
jail_you_'d,1.0,0.0002872737719046251,2.892329457904594e-08,13.2779
job_and_want,1.0,0.0002872737719046251,2.5248613710396662e-08,13.4739
job_of_lawyer,1.0,0.0002872737719046251,8.961479795802757e-09,14.9683
judge_and_you,1.0,0.0002872737719046251,4.1071078302245234e-07,9.4501
just_do_experiment,1.0,0.0002872737719046251,3.667568583097054e-08,12.9353
keep_an_eye,1.0,0.0002872737719046251,2.8449142208897643e-10,19.9456
keep_people_safe,1.0,0.0002872737719046251,2.5130075617859587e-09,16.8027
kind_of_hard,1.0,0.0002872737719046251,1.6216011059071656e-08,14.1127
kind_of_like,1.0,0.0002872737719046251,8.108005529535828e-08,11.7908
know_about_someone,1.0,0.0002872737719046251,2.5113480284904396e-07,10.1597
know_all_about,1.0,0.0002872737719046251,7.041162696702166e-09,15.3163
know_how_much,1.0,0.0002872737719046251,6.258811285957482e-08,12.1642
know_the_length,1.0,0.0002872737719046251,5.632930157361734e-08,12.3163
know_the_size,1.0,0.0002872737719046251,1.1265860314723467e-07,11.3163
know_what_be,1.0,0.0002872737719046251,1.8437414913216413e-07,10.6056
know_what_something,1.0,0.0002872737719046251,2.9207786001134915e-07,9.9419
know_you_own,1.0,0.0002872737719046251,1.272624961478021e-07,11.1404
knowledge_in_school,1.0,0.0002872737719046251,5.120845597601576e-09,15.7757
lava_come_out,1.0,0.0002872737719046251,1.7069485325338584e-09,17.3606
law_and_who,1.0,0.0002872737719046251,2.4238669161980794e-07,10.2109
lawyer_'s_desk,1.0,0.0002872737719046251,5.3105065456608945e-09,15.7232
lawyer_and_crime,1.0,0.0002872737719046251,3.5348059194555324e-08,12.9885
lawyer_like_family,1.0,0.0002872737719046251,3.1531132614861556e-08,13.1534
lawyer_thing_and,1.0,0.0002872737719046251,4.7130745592740434e-07,9.2515
learn_a_lot,1.0,0.0002872737719046251,2.041225953488406e-07,10.4588
learn_how_to,1.0,0.0002872737719046251,9.008895032817586e-07,8.3169
learn_more_knowledge,1.0,0.0002872737719046251,4.741523701482941e-10,19.2086
learn_new_thing,1.0,0.0002872737719046251,6.638133182076118e-08,12.0794
learn_stuff_that,1.0,0.0002872737719046251,1.4186638914836957e-06,7.6617
learn_when_you,1.0,0.0002872737719046251,4.974806667595901e-06,5.8516
length_of_something,1.0,0.0002872737719046251,2.731117652054174e-07,10.0387
length_or_size,1.0,0.0002872737719046251,2.2759313767118114e-08,13.6237
length_or_use,1.0,0.0002872737719046251,5.974319863868504e-08,12.2314
life_or_the,1.0,0.0002872737719046251,3.840634198201182e-07,9.5469
life_when_you,1.0,0.0002872737719046251,4.974806667595901e-06,5.8516
like_a_boy,1.0,0.0002872737719046251,5.540470445182816e-07,9.0182
like_a_computer,1.0,0.0002872737719046251,5.540470445182816e-07,9.0182
like_a_location,1.0,0.0002872737719046251,2.770235222591408e-07,10.0182
like_a_man,1.0,0.0002872737719046251,5.540470445182816e-07,9.0182
like_a_manager,1.0,0.0002872737719046251,1.108094089036563e-06,8.0182
like_a_pipe,1.0,0.0002872737719046251,2.770235222591408e-07,10.0182
like_a_place,1.0,0.0002872737719046251,2.493211700332267e-06,6.8483
like_a_ruler,1.0,0.0002872737719046251,3.3242822671096893e-06,6.4332
like_a_superhero,1.0,0.0002872737719046251,8.310705667774223e-07,8.4332
like_a_type,1.0,0.0002872737719046251,5.540470445182816e-07,9.0182
like_a_volcano,2.0,0.0005745475438092502,2.216188178073126e-06,8.0182
like_a_wild,1.0,0.0002872737719046251,2.770235222591408e-07,10.0182
like_ear_be,1.0,0.0002872737719046251,2.2747459957864406e-07,10.3025
like_everyones_know,1.0,0.0002872737719046251,2.4774461340248362e-08,13.5013
like_family_lawyer,1.0,0.0002872737719046251,3.1531132614861556e-08,13.1534
like_he_'s,1.0,0.0002872737719046251,5.044981218377849e-07,9.1534
like_he_help,1.0,0.0002872737719046251,2.5224906091889245e-07,10.1534
like_how_tall,2.0,0.0005745475438092502,6.306226522972311e-07,9.8314
like_i_'m,1.0,0.0002872737719046251,3.1531132614861556e-08,13.1534
like_i_measure,1.0,0.0002872737719046251,8.198094479864004e-07,8.4529
like_if_a,3.0,0.0008618213157138753,7.479635100996802e-06,6.8483
like_if_i,1.0,0.0002872737719046251,8.51340580601262e-07,8.3985
like_if_someone,2.0,0.0005745475438092502,6.506674437452503e-06,6.4644
like_if_you,3.0,0.0008618213157138753,1.4837650119050566e-05,5.8601
like_in_a,1.0,0.0002872737719046251,7.479635100996802e-06,5.2633
like_in_math,1.0,0.0002872737719046251,6.081004147151872e-08,12.2058
"like_integrity_,",1.0,0.0002872737719046251,1.351334254922638e-08,14.3758
like_it_blow,1.0,0.0002872737719046251,1.027014033741205e-06,8.1278
like_it_ca,1.0,0.0002872737719046251,8.387281275553174e-06,5.0981
like_make_you,1.0,0.0002872737719046251,3.0224842835102997e-05,3.2486
like_no_food,1.0,0.0002872737719046251,4.504447516408794e-09,15.9607
like_someone_be,1.0,0.0002872737719046251,2.4339782154914914e-05,3.561
like_someone_that,1.0,0.0002872737719046251,4.2413877814505196e-05,2.7598
like_someone_who,1.0,0.0002872737719046251,1.735113183320667e-05,4.0493
like_something_be,2.0,0.0005745475438092502,3.639593593258305e-05,3.9806
like_something_you,2.0,0.0005745475438092502,8.792681552029963e-05,2.7081
like_steve_job,1.0,0.0002872737719046251,6.75667127461319e-09,15.3758
like_stress_out,1.0,0.0002872737719046251,2.702668509845276e-08,13.3758
like_that_bottle,1.0,0.0002872737719046251,3.9639138144397385e-07,9.5013
like_the_air,1.0,0.0002872737719046251,3.6486024882911227e-07,9.6209
like_the_grind,1.0,0.0002872737719046251,1.2162008294303744e-07,11.2058
like_they_discover,1.0,0.0002872737719046251,5.405337019690552e-07,9.0538
like_they_tell,1.0,0.0002872737719046251,2.0270013823839568e-07,10.4689
like_to_speak,1.0,0.0002872737719046251,2.139612570294177e-07,10.3909
like_too_big,1.0,0.0002872737719046251,2.207179283040309e-07,10.346
like_try_cool,1.0,0.0002872737719046251,2.2522237582043968e-08,13.6388
like_when_you,5.0,0.0014363688595231256,4.726066334216106e-05,4.9256
like_who_make,1.0,0.0002872737719046251,8.91880608248941e-06,5.0094
like_you_'re,11.0,0.003160011490950876,1.9233990895065548e-05,7.3601
like_you_achieve,1.0,0.0002872737719046251,5.495425970018727e-07,9.03
like_you_ca,3.0,0.0008618213157138753,2.692758725309176e-05,5.0002
like_you_can,1.0,0.0002872737719046251,1.593673531305431e-05,4.172
like_you_do,1.0,0.0002872737719046251,5.0008376327170414e-05,2.5222
like_you_have,1.0,0.0002872737719046251,9.342224149031836e-06,4.9425
like_you_invent,1.0,0.0002872737719046251,2.3080789074078653e-05,3.6377
like_you_save,2.0,0.0005745475438092502,4.286432256614608e-05,3.7446
like_you_use,1.0,0.0002872737719046251,1.1540394537039327e-05,4.6377
liquid_and_test,1.0,0.0002872737719046251,6.7329636561057764e-09,15.3808
live_in_a,1.0,0.0002872737719046251,3.9366500531562114e-07,9.5112
long_be_it,1.0,0.0002872737719046251,2.365735835617898e-06,6.924
long_be_something,1.0,0.0002872737719046251,4.980496496037681e-06,5.85
long_it_be,5.0,0.0014363688595231256,2.365735835617898e-06,9.2459
long_something_be,4.0,0.0011490950876185005,4.980496496037681e-06,7.85
long_to_short,1.0,0.0002872737719046251,2.9278908856657158e-08,13.2603
look_at_something,2.0,0.0005745475438092502,7.586437922372705e-08,12.8867
look_for_a,1.0,0.0002872737719046251,8.164903813953625e-08,11.7807
look_in_google,1.0,0.0002872737719046251,2.560422798800788e-09,16.7757
lose_and_somebody,1.0,0.0002872737719046251,7.574584113118999e-08,11.889
lot_and_it,1.0,0.0002872737719046251,8.954841662620682e-07,8.3255
lot_my_mom,1.0,0.0002872737719046251,9.957199773114176e-10,18.1383
lot_of_pressure,1.0,0.0002872737719046251,2.6884439387408272e-08,13.3834
lot_of_public,1.0,0.0002872737719046251,2.987159931934253e-09,16.5533
lot_of_science,1.0,0.0002872737719046251,4.7794558910948045e-08,12.5533
lowin_too_much,1.0,0.0002872737719046251,9.957199773114176e-10,18.1383
mad_and_you,1.0,0.0002872737719046251,4.1071078302245234e-07,9.4501
make_a_good,1.0,0.0002872737719046251,9.622922352159627e-07,8.2217
make_experiment_and,1.0,0.0002872737719046251,1.5738302546147248e-06,7.512
make_experiment_i,1.0,0.0002872737719046251,3.1033272626205843e-07,9.8544
make_kind_of,1.0,0.0002872737719046251,4.69410846446811e-08,12.5793
make_liquid_and,1.0,0.0002872737719046251,1.851565005429088e-07,10.5995
make_medicine_or,1.0,0.0002872737719046251,7.82351410744685e-08,11.8423
make_new_thing,2.0,0.0005745475438092502,3.650973250141864e-07,10.6199
make_people_small,1.0,0.0002872737719046251,4.146462476946831e-07,9.4363
make_potion_and,2.0,0.0005745475438092502,1.1109390032574529e-06,9.0145
make_science_and,1.0,0.0002872737719046251,1.4812520043432703e-06,7.5995
make_some_thing,1.0,0.0002872737719046251,1.5647028214893702e-07,10.8423
make_something_fast,1.0,0.0002872737719046251,2.0862704286524937e-07,10.4273
make_something_important,1.0,0.0002872737719046251,4.1725408573049874e-07,9.4273
make_something_you,1.0,0.0002872737719046251,5.090499845912084e-05,2.4965
make_stuff_(,1.0,0.0002872737719046251,4.4333246608865483e-08,12.6617
make_stuff_and,1.0,0.0002872737719046251,3.1476605092294495e-06,6.512
make_toothpaste_and,1.0,0.0002872737719046251,9.25782502714544e-08,11.5995
make_you_do,1.0,0.0002872737719046251,2.8952217873624974e-05,3.3107
make_you_nervous,1.0,0.0002872737719046251,3.1815624036950526e-07,9.8185
man_who_can,1.0,0.0002872737719046251,9.90030148869638e-08,11.5027
man_who_have,1.0,0.0002872737719046251,5.803625010615119e-08,12.2732
manage_to_hold,1.0,0.0002872737719046251,6.75667127461319e-09,15.3758
math_you_can,1.0,0.0002872737719046251,1.6775510855846643e-07,10.7419
