Bigram,Bigram_sum,p_ab,p_a_x_p_b,PMI
who_catch,1.0,0.0002872737719046251,5.941887841750362e-06,5.5954
who_create,2.0,0.0005745475438092502,5.941887841750362e-05,3.2734
who_defend,1.0,0.0002872737719046251,1.1883775683500724e-05,4.5954
who_discover,3.0,0.0008618213157138753,4.7535102734002896e-05,4.1803
who_do,6.0,0.0017236426314277506,0.0005407117935992829,1.6725
who_go,1.0,0.0002872737719046251,0.00016637285956901013,0.788
who_have,1.0,0.0002872737719046251,0.00010101209330975614,1.5079
who_help,2.0,0.0005745475438092502,9.507020546800579e-05,2.5954
who_invent,11.0,0.003160011490950876,0.00024955928935351516,3.6625
who_make,9.0,0.002585463947141626,0.00032680383129626985,2.9839
who_protect,2.0,0.0005745475438092502,3.565132705050217e-05,4.0104
who_save,22.0,0.006320022981901752,0.0004634672516565282,3.7694
who_say,1.0,0.0002872737719046251,2.3767551367001448e-05,3.5954
who_study,4.0,0.0011490950876185005,5.3476990575753254e-05,4.4254
who_test,1.0,0.0002872737719046251,1.1883775683500724e-05,4.5954
who_use,1.0,0.0002872737719046251,0.00012477964467675758,1.203
wild_resource,1.0,0.0002872737719046251,4.126311001215529e-07,9.4434
winter_or,1.0,0.0002872737719046251,9.903146402917269e-06,4.8584
with_a,1.0,0.0002872737719046251,3.0452175188970602e-05,3.2378
with_chemical,1.0,0.0002872737719046251,7.427359802187951e-07,8.5954
with_somebody,1.0,0.0002872737719046251,1.1141039703281928e-05,4.6885
without_any,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
woman_or,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
word_like,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
word_that,1.0,0.0002872737719046251,2.9049229448557325e-05,3.3059
work_a,1.0,0.0002872737719046251,6.0904350377941204e-05,2.2378
work_at,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
work_for,1.0,0.0002872737719046251,3.4661012410210444e-06,6.373
work_on,1.0,0.0002872737719046251,5.446730521604498e-06,5.7209
world_from,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
would_be,1.0,0.0002872737719046251,1.6670296444910738e-05,4.1071
would_do,1.0,0.0002872737719046251,1.5019772044424525e-05,4.2575
you_'d,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_'re,29.0,0.008330939385234128,0.0007047739190076123,3.5632
you_a,2.0,0.0005745475438092502,0.002476776915369609,-2.108
you_achieve,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_adapt,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_and,1.0,0.0002872737719046251,0.0014296842357011564,-2.3152
you_bad,1.0,0.0002872737719046251,0.0001006819884296589,1.5126
you_be,12.0,0.0034472852628555013,0.0020337761662791096,0.7613
you_build,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
you_ca,39.0,0.01120367710428038,0.000986683486610657,3.5052
you_can,18.0,0.005170927894283252,0.0005839555328920216,3.1465
you_check,2.0,0.0005745475438092502,0.0001006819884296589,2.5126
you_come,1.0,0.0002872737719046251,6.040919305779533e-05,2.2496
you_create,2.0,0.0005745475438092502,0.0002013639768593178,1.5126
you_defend,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
you_do,7.0,0.002010916403332376,0.0018324121894197918,0.1341
you_fall,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
you_feel,1.0,0.0002872737719046251,0.0001006819884296589,1.5126
you_force,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_from,1.0,0.0002872737719046251,0.0001006819884296589,1.5126
you_get,11.0,0.003160011490950876,0.00042286435140456735,2.9017
you_go,8.0,0.002298190175237001,0.0005638191352060898,2.0272
you_graduate,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_have,8.0,0.002298190175237001,0.00034231876066084024,2.7471
you_how,1.0,0.0002872737719046251,0.0008054559074372712,-1.4874
you_if,1.0,0.0002872737719046251,0.0005436827375201581,-0.9203
you_in,1.0,0.0002872737719046251,0.0005436827375201581,-0.9203
you_invent,7.0,0.002010916403332376,0.0008457287028091347,1.2496
you_know,2.0,0.0005745475438092502,0.00022150037454524957,1.3751
you_learn,2.0,0.0005745475438092502,0.0002013639768593178,1.5126
you_live,1.0,0.0002872737719046251,0.0001006819884296589,1.5126
you_look,1.0,0.0002872737719046251,8.054559074372712e-05,1.8345
you_make,5.0,0.0014363688595231256,0.0011075018727262477,0.3751
you_measure,7.0,0.002010916403332376,0.0005235463398342262,1.9415
you_need,4.0,0.0011490950876185005,0.00016109118148745425,2.8345
you_nervous,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_or,1.0,0.0002872737719046251,0.0006040919305779533,-1.0723
you_own,2.0,0.0005745475438092502,4.027279537186356e-05,3.8345
you_press,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
you_push,4.0,0.0011490950876185005,0.00014095478380152246,3.0272
you_put,2.0,0.0005745475438092502,6.040919305779533e-05,3.2496
you_read,1.0,0.0002872737719046251,6.040919305779533e-05,2.2496
you_represent,1.0,0.0002872737719046251,8.054559074372712e-05,1.8345
you_save,11.0,0.003160011490950876,0.0015706390195026787,1.0086
you_see,5.0,0.0014363688595231256,0.00034231876066084024,2.069
you_talk,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_they,1.0,0.0002872737719046251,0.0006040919305779533,-1.0723
you_think,1.0,0.0002872737719046251,6.040919305779533e-05,2.2496
you_tight,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
you_to,1.0,0.0002872737719046251,0.001912957780163519,-2.7353
you_try,1.0,0.0002872737719046251,0.0002013639768593178,0.5126
you_use,9.0,0.002585463947141626,0.00042286435140456735,2.6122
you_want,2.0,0.0005745475438092502,0.0001006819884296589,2.5126
you_what,1.0,0.0002872737719046251,0.00014095478380152246,1.0272
you_when,1.0,0.0002872737719046251,0.001731730200990133,-2.5917
you_whenever,1.0,0.0002872737719046251,0.00022150037454524957,0.3751
you_you,1.0,0.0002872737719046251,0.004913281035367353,-4.0962
your_family,1.0,0.0002872737719046251,1.6505244004862116e-06,7.4434
your_hero,1.0,0.0002872737719046251,1.6505244004862116e-06,7.4434
your_lawyer,1.0,0.0002872737719046251,5.776835401701741e-06,5.636
your_life,3.0,0.0008618213157138753,8.252622002431057e-06,6.7064
your_mom,1.0,0.0002872737719046251,1.6505244004862116e-06,7.4434
your_resource,1.0,0.0002872737719046251,4.1263110012155286e-06,6.1214
your_service,1.0,0.0002872737719046251,8.252622002431058e-07,8.4434
your_strategy,1.0,0.0002872737719046251,1.6505244004862116e-06,7.4434
