Bigram,Bigram_sum,p_ab,p_a_x_p_b,PMI
really_do,1.0,0.0002872737719046251,4.505931613327357e-05,2.6725
really_good,1.0,0.0002872737719046251,2.9709439208751806e-06,6.5954
really_hard,4.0,0.0011490950876185005,9.407989082771404e-06,6.9324
represent_somebody,1.0,0.0002872737719046251,1.4854719604375903e-05,4.2734
represent_something,1.0,0.0002872737719046251,5.281678081555877e-05,2.4434
represent_your,1.0,0.0002872737719046251,3.3010488009724233e-06,6.4434
rescue_person,1.0,0.0002872737719046251,1.0893461043208995e-05,4.7209
rescue_someone,2.0,0.0005745475438092502,2.6490916627803695e-05,4.4389
resin_or,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
resource_and,1.0,0.0002872737719046251,2.9296808108630257e-05,3.2936
resource_in,1.0,0.0002872737719046251,1.1141039703281928e-05,4.6885
right_now,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
rock_and,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
rock_or,1.0,0.0002872737719046251,4.951573201458634e-06,5.8584
ruler_and,3.0,0.0008618213157138753,7.031233946071262e-05,3.6155
ruler_if,1.0,0.0002872737719046251,2.6738495287876627e-05,3.4254
ruler_that,1.0,0.0002872737719046251,0.00017429537669134393,0.7209
ruler_to,3.0,0.0008618213157138753,9.407989082771405e-05,3.1954
ruler_you,1.0,0.0002872737719046251,0.00024163677223118133,0.2496
sad_you,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
save_a,5.0,0.0014363688595231256,0.0007917565549132357,0.8593
save_live,3.0,0.0008618213157138753,3.2185225809481124e-05,4.7429
save_others,1.0,0.0002872737719046251,6.437045161896225e-06,5.4799
save_people,26.0,0.007469118069520253,0.0003411633935804999,4.4524
save_person,2.0,0.0005745475438092502,0.0002832299871234339,1.0205
save_somebody,8.0,0.002298190175237001,0.00028966703228533013,2.988
save_someone,7.0,0.002010916403332376,0.0006887638323228962,1.5458
save_something,1.0,0.0002872737719046251,0.001029927225903396,-1.842
save_the,16.0,0.004596380350474002,0.0003476004387423962,3.725
save_you,4.0,0.0011490950876185005,0.0015706390195026787,-0.4509
save_your,3.0,0.0008618213157138753,6.437045161896225e-05,3.7429
say_if,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
say_she,1.0,0.0002872737719046251,3.3010488009724234e-07,9.7653
say_that,1.0,0.0002872737719046251,5.809845889711465e-05,2.3059
say_they,1.0,0.0002872737719046251,9.903146402917269e-06,4.8584
school_and,1.0,0.0002872737719046251,4.6874892973808415e-05,2.6155
school_you,1.0,0.0002872737719046251,0.00016109118148745425,0.8345
science_and,3.0,0.0008618213157138753,9.374978594761683e-05,3.2005
science_thing,1.0,0.0002872737719046251,5.281678081555877e-05,2.4434
scientific_thing,1.0,0.0002872737719046251,3.3010488009724233e-06,6.4434
scientist_be,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
scientist_invent,1.0,0.0002872737719046251,1.0398303723063131e-05,4.788
scientist_that,1.0,0.0002872737719046251,4.357384417283598e-05,2.7209
score_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
see_how,12.0,0.0034472852628555013,5.611782961653119e-05,5.9409
see_if,3.0,0.0008618213157138753,3.787953499115855e-05,4.5079
see_the,1.0,0.0002872737719046251,7.57590699823171e-05,1.9229
self_control,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
send_to,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
service_project,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
shake_and,1.0,0.0002872737719046251,1.1718723243452104e-05,4.6155
shark_be,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
she_'s,1.0,0.0002872737719046251,2.6408390407779387e-06,6.7653
shoot_out,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
sister_they,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
sit_at,1.0,0.0002872737719046251,4.126311001215529e-07,9.4434
size_be,2.0,0.0005745475438092502,6.668118577964295e-05,3.1071
size_it,1.0,0.0002872737719046251,5.017594177478083e-05,2.5174
size_of,1.0,0.0002872737719046251,1.1883775683500724e-05,4.5954
size_you,1.0,0.0002872737719046251,0.00016109118148745425,0.8345
"small_,",1.0,0.0002872737719046251,2.9709439208751806e-06,6.5954
small_or,4.0,0.0011490950876185005,1.4854719604375903e-05,6.2734
small_something,1.0,0.0002872737719046251,7.922517122333815e-05,1.8584
smash_on,1.0,0.0002872737719046251,9.077884202674164e-07,8.3059
so_hard,1.0,0.0002872737719046251,4.703994541385702e-06,5.9324
so_it,1.0,0.0002872737719046251,1.881597816554281e-05,3.9324
so_something,1.0,0.0002872737719046251,3.9612585611669074e-05,2.8584
soda_it,1.0,0.0002872737719046251,6.2719927218476034e-06,5.5174
solve_problem,1.0,0.0002872737719046251,3.3010488009724234e-07,9.7653
solve_the,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
some_comic,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
some_person,1.0,0.0002872737719046251,1.0893461043208995e-05,4.7209
some_thing,1.0,0.0002872737719046251,9.903146402917269e-06,4.8584
somebody_'s,1.0,0.0002872737719046251,0.00011883775683500722,1.2734
somebody_and,1.0,0.0002872737719046251,0.0002636712729776723,0.1237
somebody_else,1.0,0.0002872737719046251,2.2282079406563855e-05,3.6885
somebody_find,1.0,0.0002872737719046251,7.4273598021879514e-06,5.2734
somebody_invent,1.0,0.0002872737719046251,0.00015597455584594698,0.8811
somebody_make,1.0,0.0002872737719046251,0.00020425239456016864,0.4921
somebody_need,1.0,0.0002872737719046251,2.9709439208751806e-05,3.2734
somebody_that,18.0,0.005170927894283252,0.0006536076625925397,2.9839
somebody_who,12.0,0.0034472852628555013,0.00026738495287876625,3.6885
someone_'s,5.0,0.0014363688595231256,0.0002825697773632394,2.3457
someone_be,6.0,0.0017236426314277506,0.0008918608598027244,0.9506
someone_else,1.0,0.0002872737719046251,5.298183325560739e-05,2.4389
someone_example,1.0,0.0002872737719046251,8.830305542601232e-06,5.0238
someone_fall,1.0,0.0002872737719046251,1.7660611085202463e-05,4.0238
someone_feel,1.0,0.0002872737719046251,4.415152771300616e-05,2.7019
someone_have,1.0,0.0002872737719046251,0.00015011519422422094,0.9364
someone_hold,1.0,0.0002872737719046251,2.6490916627803695e-05,3.4389
someone_in,1.0,0.0002872737719046251,0.00023841824965023327,0.2689
someone_invent,1.0,0.0002872737719046251,0.00037087283278925174,-0.3685
someone_make,1.0,0.0002872737719046251,0.0004856668048430677,-0.7575
someone_save,3.0,0.0008618213157138753,0.0006887638323228962,0.3234
someone_something,1.0,0.0002872737719046251,0.001412848886816197,-2.2981
someone_that,38.0,0.010916403332375754,0.0015541337754978169,2.8123
someone_who,35.0,0.01005458201666188,0.0006357819990672887,3.9832
someplace_far,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
something_a,1.0,0.0002872737719046251,0.0016241160100784321,-2.4992
something_about,1.0,0.0002872737719046251,0.00011883775683500724,1.2734
something_and,4.0,0.0011490950876185005,0.0009374978594761682,0.2936
something_be,28.0,0.008043665613329504,0.001333623715592859,2.5925
something_blow,2.0,0.0005745475438092502,7.922517122333815e-05,2.8584
something_can,1.0,0.0002872737719046251,0.0003829216609128011,-0.4146
something_closely,1.0,0.0002872737719046251,1.3204195203889693e-05,4.4434
something_else,3.0,0.0008618213157138753,7.922517122333815e-05,3.4434
something_explode,3.0,0.0008618213157138753,0.0002112671232622351,2.0283
something_fast,1.0,0.0002872737719046251,1.3204195203889693e-05,4.4434
something_hard,1.0,0.0002872737719046251,0.00025087970887390415,0.1954
something_hit,2.0,0.0005745475438092502,2.6408390407779386e-05,4.4434
something_how,1.0,0.0002872737719046251,0.0005281678081555877,-0.8786
something_important,2.0,0.0005745475438092502,2.6408390407779386e-05,4.4434
something_it,1.0,0.0002872737719046251,0.0010035188354956166,-1.8046
something_like,2.0,0.0005745475438092502,0.0012543985443695207,-1.1265
something_or,2.0,0.0005745475438092502,0.00039612585611669077,0.5365
something_over,1.0,0.0002872737719046251,6.602097601944846e-05,2.1214
something_pressure,1.0,0.0002872737719046251,0.00011883775683500724,1.2734
something_push,1.0,0.0002872737719046251,9.242936642722785e-05,1.636
something_really,1.0,0.0002872737719046251,7.922517122333815e-05,1.8584
something_small,1.0,0.0002872737719046251,7.922517122333815e-05,1.8584
something_special,1.0,0.0002872737719046251,1.3204195203889693e-05,4.4434
something_that,16.0,0.004596380350474002,0.002323938355884586,0.9839
something_to,2.0,0.0005745475438092502,0.0012543985443695207,-1.1265
something_very,1.0,0.0002872737719046251,3.9612585611669074e-05,2.8584
something_you,11.0,0.003160011490950876,0.003221823629749085,-0.0279
sometimes_in,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
sometimes_you,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
somewhere_close,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
somewhere_else,1.0,0.0002872737719046251,1.9806292805834537e-06,7.1803
somewhere_far,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
somewhere_warm,1.0,0.0002872737719046251,6.602097601944847e-07,8.7653
south_or,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
space_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
speak_to,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
special_about,1.0,0.0002872737719046251,7.427359802187952e-07,8.5954
sport_you,1.0,0.0002872737719046251,2.013639768593178e-05,3.8345
squeeze_or,1.0,0.0002872737719046251,4.951573201458634e-06,5.8584
squeeze_something,1.0,0.0002872737719046251,2.6408390407779386e-05,3.4434
start_to,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
steve_job,1.0,0.0002872737719046251,2.475786600729317e-07,10.1803
strategy_like,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
stress_out,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
study_and,1.0,0.0002872737719046251,5.273425459553446e-05,2.4456
study_something,1.0,0.0002872737719046251,0.00011883775683500724,1.2734
study_stuff,3.0,0.0008618213157138753,2.5253023327439034e-05,5.0929
study_the,2.0,0.0005745475438092502,4.010774293181494e-05,3.8405
study_thing,1.0,0.0002872737719046251,2.970943920875181e-05,3.2734
study_volcano,1.0,0.0002872737719046251,5.941887841750362e-06,5.5954
stuff_(,1.0,0.0002872737719046251,2.8058914808265594e-06,6.6778
stuff_and,2.0,0.0005745475438092502,0.00019921829513868574,1.5281
stuff_be,1.0,0.0002872737719046251,0.0002833950395634825,0.0196
stuff_keep,1.0,0.0002872737719046251,5.611782961653119e-06,5.6778
stuff_like,1.0,0.0002872737719046251,0.00026655969067852314,0.108
stuff_out,1.0,0.0002872737719046251,3.367069776991871e-05,3.0929
stuff_that,2.0,0.0005745475438092502,0.0004938369006254745,0.2184
stuff_when,1.0,0.0002872737719046251,0.0002413066673510841,0.2516
stuff_with,1.0,0.0002872737719046251,8.417674442479677e-06,5.0929
stuff_you,1.0,0.0002872737719046251,0.0006846375213216805,-1.2529
suddenly_without,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
super_hard,1.0,0.0002872737719046251,1.5679981804619009e-06,7.5174
superhero_be,1.0,0.0002872737719046251,2.5005444667366105e-05,3.5221
superhero_that,2.0,0.0005745475438092502,4.357384417283598e-05,3.7209
ta_go,1.0,0.0002872737719046251,4.621468321361393e-06,5.9579
ta_take,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
take_care,3.0,0.0008618213157138753,7.427359802187951e-07,10.1803
talk_about,1.0,0.0002872737719046251,7.427359802187952e-07,8.5954
tall/wide_be,1.0,0.0002872737719046251,8.335148222455369e-06,5.1071
tall_it,1.0,0.0002872737719046251,4.390394905293323e-05,2.71
tall_something,3.0,0.0008618213157138753,9.242936642722785e-05,3.221
tall_this,1.0,0.0002872737719046251,1.7330506205105222e-06,7.373
tall_you,2.0,0.0005745475438092502,0.00014095478380152246,2.0272
taller_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
teach_someone,1.0,0.0002872737719046251,3.5321222170404926e-05,3.0238
teach_you,2.0,0.0005745475438092502,8.054559074372712e-05,2.8345
tell_the,1.0,0.0002872737719046251,1.3369247643938313e-05,4.4254
tell_you,2.0,0.0005745475438092502,6.040919305779533e-05,3.2496
test_stuff,1.0,0.0002872737719046251,5.611782961653119e-06,5.6778
test_thing,1.0,0.0002872737719046251,6.6020976019448466e-06,5.4434
that_'s,3.0,0.0008618213157138753,0.0004647876711769172,0.8908
that_a,1.0,0.0002872737719046251,0.0017865276110862753,-2.6367
that_be,5.0,0.0014363688595231256,0.0014669860871521449,-0.0304
that_because,1.0,0.0002872737719046251,2.9049229448557325e-05,3.3059
that_bottle,1.0,0.0002872737719046251,1.4524614724278662e-05,4.3059
that_ca,2.0,0.0005745475438092502,0.0007117061214896544,-0.3089
that_cold,1.0,0.0002872737719046251,4.357384417283598e-05,2.7209
that_create,4.0,0.0011490950876185005,0.00014524614724278662,2.9839
that_discover,3.0,0.0008618213157138753,0.0001161969177942293,2.8908
that_do,10.0,0.002872737719046251,0.0013217399399093582,1.12
that_experiment,1.0,0.0002872737719046251,0.00024691845031273724,0.2184
that_explode,1.0,0.0002872737719046251,0.0002323938355884586,0.3059
that_go,1.0,0.0002872737719046251,0.0004066892122798025,-0.5015
that_have,1.0,0.0002872737719046251,0.00024691845031273724,0.2184
that_he,1.0,0.0002872737719046251,0.00010167230306995063,1.4985
that_help,8.0,0.002298190175237001,0.0002323938355884586,3.3059
that_if,1.0,0.0002872737719046251,0.00039216459755552386,-0.449
that_invent,11.0,0.003160011490950876,0.0006100338184197037,2.373
that_investigate,1.0,0.0002872737719046251,1.4524614724278662e-05,4.3059
that_it,4.0,0.0011490950876185005,0.0011038707190451783,0.0579
that_know,1.0,0.0002872737719046251,0.00015977076196706526,0.8464
that_make,20.0,0.005745475438092502,0.0007988538098353263,2.8464
that_mean,1.0,0.0002872737719046251,0.00020334460613990126,0.4985
that_measure,1.0,0.0002872737719046251,0.0003776399828312452,-0.3946
that_need,1.0,0.0002872737719046251,0.0001161969177942293,1.3059
that_people,2.0,0.0005745475438092502,0.000769804580386769,-0.4221
that_protect,3.0,0.0008618213157138753,8.714768834567196e-05,3.3059
that_rescue,1.0,0.0002872737719046251,4.357384417283598e-05,2.7209
that_save,24.0,0.0068945705257110025,0.0011329199484937356,2.6054
that_shark,1.0,0.0002872737719046251,1.4524614724278662e-05,4.3059
that_something,7.0,0.002010916403332376,0.002323938355884586,-0.2087
that_study,3.0,0.0008618213157138753,0.00013072153251850795,2.7209
that_stuff,2.0,0.0005745475438092502,0.0004938369006254745,0.2184
that_there,1.0,0.0002872737719046251,5.809845889711465e-05,2.3059
that_they,2.0,0.0005745475438092502,0.0004357384417283598,0.399
that_try,1.0,0.0002872737719046251,0.00014524614724278662,0.9839
that_use,1.0,0.0002872737719046251,0.00030501690920985185,-0.0865
that_work,1.0,0.0002872737719046251,8.714768834567196e-05,1.7209
that_you,38.0,0.010916403332375754,0.003544005992723993,1.623
the_air,1.0,0.0002872737719046251,1.3369247643938313e-05,4.4254
the_chair,1.0,0.0002872737719046251,1.3369247643938313e-05,4.4254
the_city,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_company,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_day,12.0,0.0034472852628555013,5.3476990575753254e-05,6.0104
the_doctor,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
the_earth,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_ecosystem,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_forest,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_game,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_grind,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_height,1.0,0.0002872737719046251,1.3369247643938313e-05,4.4254
the_lawyer,1.0,0.0002872737719046251,3.11949111691894e-05,3.203
the_length,4.0,0.0011490950876185005,1.7825663525251087e-05,6.0104
the_manager,1.0,0.0002872737719046251,1.7825663525251087e-05,4.0104
the_military,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_neighborhood,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_people,2.0,0.0005745475438092502,0.00023619004170957687,1.2825
the_phone,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_police,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_pressure,1.0,0.0002872737719046251,4.010774293181494e-05,2.8405
the_problem,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
the_same,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
the_size,3.0,0.0008618213157138753,3.5651327050502174e-05,4.5954
the_stuff,1.0,0.0002872737719046251,0.0001515181399646342,0.9229
the_thing,1.0,0.0002872737719046251,0.00017825663525251084,0.6885
the_weight,1.0,0.0002872737719046251,8.912831762625543e-06,5.0104
the_winter,3.0,0.0008618213157138753,1.7825663525251087e-05,5.5954
the_work,1.0,0.0002872737719046251,2.6738495287876627e-05,3.4254
the_world,6.0,0.0017236426314277506,2.6738495287876627e-05,6.0104
their_arm,1.0,0.0002872737719046251,8.252622002431058e-08,11.7653
them_up,1.0,0.0002872737719046251,9.903146402917269e-07,8.1803
then_it,1.0,0.0002872737719046251,1.2543985443695207e-05,4.5174
then_you,1.0,0.0002872737719046251,4.027279537186356e-05,2.8345
there_'s,2.0,0.0005745475438092502,1.0563356163111755e-05,5.7653
they_'re,6.0,0.0017236426314277506,8.66525310255261e-05,4.3141
they_be,2.0,0.0005745475438092502,0.00025005444667366105,1.2002
they_can,1.0,0.0002872737719046251,7.17978114211502e-05,2.0004
they_discover,2.0,0.0005745475438092502,1.9806292805834537e-05,4.8584
they_do,3.0,0.0008618213157138753,0.00022529658066636785,1.9356
they_feel,1.0,0.0002872737719046251,1.2378933003646587e-05,4.5365
they_go,1.0,0.0002872737719046251,6.932202482042089e-05,2.051
they_invent,3.0,0.0008618213157138753,0.00010398303723063131,3.051
they_just,1.0,0.0002872737719046251,2.475786600729317e-06,6.8584
they_make,2.0,0.0005745475438092502,0.00013616826304011244,2.077
they_save,2.0,0.0005745475438092502,0.00019311135485688676,1.573
they_solve,1.0,0.0002872737719046251,4.951573201458634e-06,5.8584
they_tell,2.0,0.0005745475438092502,7.4273598021879514e-06,6.2734
they_try,1.0,0.0002872737719046251,2.4757866007293173e-05,3.5365
they_use,1.0,0.0002872737719046251,5.1991518615315654e-05,2.4661
they_want,1.0,0.0002872737719046251,1.2378933003646587e-05,4.5365
thing_),1.0,0.0002872737719046251,3.3010488009724233e-06,6.4434
thing_and,3.0,0.0008618213157138753,0.00023437446486904205,1.8786
thing_like,2.0,0.0005745475438092502,0.0003135996360923802,0.8735
thing_make,1.0,0.0002872737719046251,0.00018155768405348326,0.662
thing_people,1.0,0.0002872737719046251,0.00017495558645153842,0.7154
thing_react,1.0,0.0002872737719046251,3.3010488009724233e-06,6.4434
thing_that,3.0,0.0008618213157138753,0.0005809845889711465,0.5689
thing_to,1.0,0.0002872737719046251,0.0003135996360923802,-0.1265
thing_you,2.0,0.0005745475438092502,0.0008054559074372712,-0.4874
think_about,1.0,0.0002872737719046251,2.2282079406563854e-06,7.0104
think_how,1.0,0.0002872737719046251,9.903146402917269e-06,4.8584
think_they,1.0,0.0002872737719046251,7.4273598021879514e-06,5.2734
this_be,2.0,0.0005745475438092502,2.5005444667366105e-05,4.5221
to_a,4.0,0.0011490950876185005,0.000964318880984069,0.2529
to_another,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_be,1.0,0.0002872737719046251,0.00079183908113326,-1.4628
to_college,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
to_come,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_court,2.0,0.0005745475438092502,3.135996360923802e-05,4.1954
to_different,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_do,9.0,0.002585463947141626,0.0007134391721101648,1.8576
to_end,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_explode,3.0,0.0008618213157138753,0.00012543985443695208,2.7804
to_explore,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_figure,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_get,4.0,0.0011490950876185005,0.00016463980894849958,2.8031
to_give,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
to_go,4.0,0.0011490950876185005,0.00021951974526466614,2.3881
to_hold,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_invent,1.0,0.0002872737719046251,0.00032927961789699917,-0.1969
to_jail,2.0,0.0005745475438092502,3.919995451154752e-05,3.8735
to_keep,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
to_know,4.0,0.0011490950876185005,8.623989992540455e-05,3.736
to_learn,2.0,0.0005745475438092502,7.839990902309504e-05,2.8735
to_leave,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_live,1.0,0.0002872737719046251,3.919995451154752e-05,2.8735
to_make,4.0,0.0011490950876185005,0.0004311994996270227,1.4141
to_measure,5.0,0.0014363688595231256,0.00020383976346004712,2.8169
to_mexico,3.0,0.0008618213157138753,3.135996360923802e-05,4.7804
to_move,2.0,0.0005745475438092502,1.567998180461901e-05,5.1954
to_one,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_other,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
to_pick,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_place,2.0,0.0005745475438092502,7.055991812078555e-05,3.0255
to_prison,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_push,1.0,0.0002872737719046251,5.4879936316166535e-05,2.3881
to_read,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_resin,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_save,2.0,0.0005745475438092502,0.0006115192903801414,-0.09
to_school,2.0,0.0005745475438092502,6.271992721847604e-05,3.1954
to_score,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_see,6.0,0.0017236426314277506,0.00013327984533926157,3.6929
to_short,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_small,1.0,0.0002872737719046251,4.7039945413857025e-05,2.6105
to_solve,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
to_something,1.0,0.0002872737719046251,0.0012543985443695207,-2.1265
to_speak,1.0,0.0002872737719046251,7.839990902309505e-06,5.1954
to_take,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_the,2.0,0.0005745475438092502,0.0004233595087247133,0.4405
to_think,1.0,0.0002872737719046251,2.3519972706928512e-05,3.6105
to_travel,2.0,0.0005745475438092502,1.567998180461901e-05,5.1954
to_warm,1.0,0.0002872737719046251,1.567998180461901e-05,4.1954
to_work,1.0,0.0002872737719046251,4.7039945413857025e-05,2.6105
too_big,2.0,0.0005745475438092502,8.087569562382437e-06,6.1506
too_difficult,1.0,0.0002872737719046251,1.1553670803403482e-06,7.9579
too_much,2.0,0.0005745475438092502,3.4661012410210444e-06,7.373
too_small,1.0,0.0002872737719046251,3.4661012410210444e-06,6.373
too_tiny,1.0,0.0002872737719046251,5.776835401701741e-07,8.9579
toothpaste_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
travel_someplace,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
trouble_a,1.0,0.0002872737719046251,3.0452175188970602e-05,3.2378
trouble_and,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
trouble_he,1.0,0.0002872737719046251,1.7330506205105222e-06,7.373
trump_and,1.0,0.0002872737719046251,5.859361621726052e-06,5.6155
try_cool,1.0,0.0002872737719046251,8.252622002431058e-07,8.4434
try_new,1.0,0.0002872737719046251,5.776835401701741e-06,5.636
try_stuff,1.0,0.0002872737719046251,2.8058914808265596e-05,3.3559
try_to,6.0,0.0017236426314277506,7.839990902309504e-05,4.4585
type_of,2.0,0.0005745475438092502,2.970943920875181e-06,7.5954
up_air,1.0,0.0002872737719046251,1.4854719604375903e-06,7.5954
up_and,2.0,0.0005745475438092502,3.515616973035631e-05,4.0306
use_a,5.0,0.0014363688595231256,0.00021316522632279421,2.7524
use_all,1.0,0.0002872737719046251,5.199151861531566e-06,5.788
use_base,1.0,0.0002872737719046251,1.733050620510522e-06,7.373
use_chemical,2.0,0.0005745475438092502,5.199151861531566e-06,6.788
use_it,2.0,0.0005745475438092502,0.00013171184715879967,2.125
use_potion,2.0,0.0005745475438092502,2.0796607446126262e-05,4.788
use_right,1.0,0.0002872737719046251,1.733050620510522e-06,7.373
use_something,2.0,0.0005745475438092502,0.0002772880992816835,1.051
use_your,2.0,0.0005745475438092502,1.733050620510522e-05,5.051
very_close,1.0,0.0002872737719046251,7.427359802187951e-07,8.5954
very_difficult,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
very_hard,1.0,0.0002872737719046251,4.703994541385702e-06,5.9324
"volcano_,",1.0,0.0002872737719046251,3.9612585611669074e-06,6.1803
volcano_be,1.0,0.0002872737719046251,6.668118577964295e-05,2.1071
volcano_explode,3.0,0.0008618213157138753,1.0563356163111755e-05,6.3502
volcano_put,1.0,0.0002872737719046251,1.9806292805834537e-06,7.1803
volcano_start,1.0,0.0002872737719046251,6.602097601944847e-07,8.7653
want_people,1.0,0.0002872737719046251,2.1869448306442303e-05,3.7154
want_to,4.0,0.0011490950876185005,3.919995451154752e-05,4.8735
warm_in,1.0,0.0002872737719046251,4.456415881312772e-06,6.0104
warm_place,1.0,0.0002872737719046251,1.4854719604375905e-06,7.5954
wash_away,1.0,0.0002872737719046251,1.6505244004862117e-07,10.7653
water_and,1.0,0.0002872737719046251,1.7578084865178155e-05,4.0306
water_or,1.0,0.0002872737719046251,7.4273598021879514e-06,5.2734
we_can,1.0,0.0002872737719046251,2.393260380705007e-06,6.9073
weigh_something,1.0,0.0002872737719046251,3.9612585611669074e-05,2.8584
weigh_the,1.0,0.0002872737719046251,1.3369247643938313e-05,4.4254
weight_height,1.0,0.0002872737719046251,4.951573201458634e-07,9.1803
what_be,1.0,0.0002872737719046251,5.8346037557187585e-05,2.2997
what_chair,1.0,0.0002872737719046251,1.7330506205105222e-06,7.373
what_size,2.0,0.0005745475438092502,4.621468321361393e-06,6.9579
what_something,1.0,0.0002872737719046251,9.242936642722785e-05,1.636
what_to,1.0,0.0002872737719046251,5.4879936316166535e-05,2.3881
what_you,1.0,0.0002872737719046251,0.00014095478380152246,1.0272
when_a,3.0,0.0008618213157138753,0.0008729623554171573,-0.0185
when_bird,1.0,0.0002872737719046251,7.09725492209071e-06,5.339
when_butterfly,1.0,0.0002872737719046251,7.09725492209071e-06,5.339
when_it,3.0,0.0008618213157138753,0.0005393913740788939,0.6761
when_somebody,1.0,0.0002872737719046251,0.0003193764714940819,-0.1528
when_someone,2.0,0.0005745475438092502,0.000759406276663706,-0.4024
when_something,7.0,0.002010916403332376,0.0011355607875345136,0.8244
when_the,1.0,0.0002872737719046251,0.0003832517657928983,-0.4159
when_there,1.0,0.0002872737719046251,2.838901968836284e-05,3.339
when_they,5.0,0.0014363688595231256,0.00021291764766272127,2.7541
when_you,61.0,0.01752370008618213,0.001731730200990133,3.339
whenever_someone,2.0,0.0005745475438092502,9.713336096861355e-05,2.5644
whenever_something,3.0,0.0008618213157138753,0.00014524614724278662,2.5689
whenever_you,6.0,0.0017236426314277506,0.00022150037454524957,2.9601
where_he,1.0,0.0002872737719046251,1.1553670803403482e-06,7.9579
where_people,1.0,0.0002872737719046251,8.747779322576921e-06,5.0374
who_argue,1.0,0.0002872737719046251,5.941887841750362e-06,5.5954
who_be,2.0,0.0005745475438092502,0.0006001306720167866,-0.0629
who_can,1.0,0.0002872737719046251,0.0001723147474107605,0.7374
